user_id,registration_date,country,segment
5948,2023-01-22,US,returning
5949,2023-08-14,AR,returning
5950,2023-01-27,MX,vip
5951,2023-04-23,MX,vip
5952,2022-06-03,AR,vip
5953,2023-07-28,ES,new
5954,2023-04-12,AR,vip
5955,2023-03-28,CO,returning
5956,2024-05-01,CO,returning
5957,2024-02-17,AR,new
5958,2022-10-30,AR,vip
5959,2024-03-15,US,vip
5960,2023-08-26,AR,new
5961,2022-05-08,AR,new
5962,2023-05-20,MX,returning
5963,2022-06-08,CO,vip
5964,2022-01-31,AR,returning
5965,2022-06-24,MX,vip
5966,2022-05-19,US,new
5967,2024-04-11,CO,new
5968,2022-06-16,AR,new
5969,2023-01-31,MX,new
5970,2024-01-18,CO,returning
5971,2022-10-09,MX,new
5972,2024-05-13,AR,vip
5973,2023-06-02,US,returning
5974,2024-06-05,CO,new
5975,2022-10-20,AR,returning
5976,2023-10-12,US,returning
5977,2022-07-18,US,new
5978,2024-03-03,US,vip
5979,2023-05-16,US,vip
5980,2023-07-07,CO,returning
5981,2024-02-16,MX,vip
5982,2022-04-20,ES,vip
5983,2023-06-06,AR,vip
5984,2022-06-22,ES,returning
5985,2023-07-01,ES,vip
5986,2022-09-07,MX,new
5987,2024-03-05,US,new
5988,2023-08-29,ES,returning
5989,2023-04-25,AR,returning
5990,2023-11-03,US,new
5991,2024-06-18,US,returning
5992,2022-02-18,MX,returning
5993,2022-10-31,CO,vip
5994,2022-01-01,MX,new
5995,2023-06-05,AR,new
5996,2022-05-04,MX,new
5997,2024-02-28,ES,vip
5998,2022-08-17,ES,new
5999,2022-03-04,ES,vip
6000,2024-01-29,MX,vip
6001,2023-07-25,US,new
6002,2023-07-27,US,returning
6003,2022-04-11,ES,returning
6004,2023-01-10,MX,returning
6005,2022-10-14,ES,returning
6006,2022-11-10,CO,new
6007,2024-06-05,ES,new
6008,2022-06-15,AR,returning
6009,2022-10-31,AR,vip
6010,2022-02-27,ES,vip
6011,2022-08-22,US,returning
6012,2023-01-17,US,new
6013,2022-04-30,CO,new
6014,2022-10-13,AR,vip
6015,2022-01-31,MX,new
6016,2024-05-27,MX,vip
6017,2023-12-27,MX,new
6018,2023-11-06,CO,returning
6019,2022-11-29,MX,new
6020,2024-05-06,MX,new
6021,2023-06-05,US,vip
6022,2022-07-12,ES,vip
6023,2022-03-13,AR,vip
6024,2023-09-25,US,new
6025,2023-11-29,US,vip
6026,2024-05-24,US,new
6027,2024-02-16,MX,new
6028,2022-07-17,US,new
6029,2022-10-06,MX,new
6030,2023-11-17,ES,new
6031,2022-07-18,AR,vip
6032,2022-06-11,MX,vip
6033,2022-03-17,CO,new
6034,2023-12-03,AR,returning
6035,2022-04-25,US,vip
6036,2022-03-15,US,returning
6037,2023-05-31,AR,returning
6038,2024-01-15,AR,new
6039,2023-11-20,US,vip
6040,2023-07-06,US,vip
6041,2022-10-25,CO,new
6042,2023-04-01,US,new
6043,2023-04-20,MX,new
6044,2024-03-21,AR,new
6045,2024-05-28,ES,new
6046,2023-10-18,AR,vip
6047,2023-05-28,CO,returning
6048,2024-03-21,CO,new
6049,2023-09-19,AR,vip
6050,2023-07-24,US,returning
6051,2024-02-01,MX,vip
6052,2023-07-10,AR,returning
6053,2022-10-23,AR,vip
6054,2022-06-07,ES,vip
6055,2024-06-01,US,vip
6056,2024-05-18,CO,vip
6057,2022-10-17,AR,returning
6058,2023-09-26,MX,vip
6059,2022-05-14,MX,new
6060,2024-03-05,CO,new
6061,2024-04-03,AR,vip
6062,2024-05-12,ES,returning
6063,2024-04-22,ES,returning
6064,2024-01-13,US,vip
6065,2022-06-26,AR,vip
6066,2023-08-22,MX,returning
6067,2023-10-08,AR,new
6068,2022-03-30,CO,new
6069,2023-02-10,AR,returning
6070,2022-05-29,US,new
6071,2023-08-26,US,new
6072,2023-01-19,MX,vip
6073,2023-06-26,AR,vip
6074,2022-02-01,US,new
6075,2023-12-15,AR,new
6076,2023-12-26,CO,vip
6077,2023-06-14,MX,vip
6078,2023-08-04,AR,new
6079,2022-10-21,MX,vip
6080,2024-03-03,AR,new
6081,2022-08-30,US,vip
6082,2024-06-07,CO,vip
6083,2023-11-10,ES,new
6084,2024-04-24,MX,new
6085,2022-10-08,MX,new
6086,2023-05-03,CO,new
6087,2024-06-04,CO,returning
6088,2023-10-18,US,returning
6089,2024-06-01,ES,new
6090,2023-05-29,CO,new
6091,2022-12-28,ES,returning
6092,2022-09-16,MX,new
6093,2022-04-17,US,vip
6094,2023-01-08,AR,vip
6095,2022-11-06,MX,new
6096,2023-10-04,ES,vip
6097,2022-03-23,ES,vip
6098,2024-05-11,US,returning
6099,2023-11-23,MX,vip
6100,2023-11-10,ES,vip
6101,2023-02-13,US,vip
6102,2023-03-05,CO,returning
6103,2022-05-07,US,returning
6104,2022-12-20,AR,returning
6105,2022-12-22,US,vip
6106,2023-07-13,US,vip
6107,2022-07-07,US,vip
6108,2023-02-04,US,new
6109,2022-09-01,US,vip
6110,2024-05-24,ES,new
6111,2023-06-15,ES,returning
6112,2023-09-11,MX,new
6113,2024-01-18,AR,returning
6114,2023-02-13,US,vip
6115,2023-07-11,US,returning
6116,2024-04-18,MX,vip
6117,2024-01-16,MX,returning
6118,2023-05-09,AR,vip
6119,2022-06-12,US,returning
6120,2023-06-30,ES,new
6121,2024-05-07,CO,vip
6122,2023-11-23,ES,vip
6123,2024-04-06,ES,returning
6124,2023-01-01,US,new
6125,2023-10-04,MX,returning
6126,2023-10-11,AR,returning
6127,2022-02-24,MX,new
6128,2023-10-22,MX,returning
6129,2022-08-27,MX,vip
6130,2022-04-21,ES,returning
6131,2023-08-20,ES,returning
6132,2023-01-14,US,returning
6133,2022-09-25,CO,new
6134,2022-12-06,AR,returning
6135,2022-08-09,ES,vip
6136,2022-06-21,AR,new
6137,2022-06-06,US,vip
6138,2023-06-17,MX,new
6139,2023-09-30,AR,vip
6140,2023-06-08,AR,returning
6141,2022-07-25,CO,new
6142,2022-11-04,CO,new
6143,2022-08-01,AR,returning
6144,2022-06-15,MX,vip
6145,2022-12-31,ES,vip
6146,2022-02-16,US,vip
6147,2024-02-06,CO,vip
6148,2023-10-07,CO,vip
6149,2022-07-05,CO,returning
6150,2023-07-23,US,vip
6151,2022-10-20,MX,returning
6152,2022-12-11,MX,returning
6153,2024-06-09,AR,returning
6154,2022-02-17,US,vip
6155,2022-04-08,US,new
6156,2023-06-07,CO,returning
6157,2022-07-06,MX,new
6158,2023-05-05,US,new
6159,2022-10-19,US,returning
6160,2023-08-13,US,returning
6161,2024-06-02,US,vip
6162,2023-05-21,CO,new
6163,2022-08-29,US,new
6164,2022-06-06,ES,vip
6165,2022-12-17,MX,returning
6166,2024-04-02,AR,returning
6167,2022-06-16,MX,new
6168,2023-12-07,AR,new
6169,2024-03-13,AR,returning
6170,2022-03-03,MX,returning
6171,2023-02-09,ES,vip
6172,2022-07-10,MX,vip
6173,2024-04-03,ES,vip
6174,2024-03-12,MX,vip
6175,2022-05-29,AR,vip
6176,2023-07-13,AR,vip
6177,2023-04-10,MX,new
6178,2023-02-14,AR,new
6179,2023-03-27,CO,returning
6180,2022-08-04,CO,new
6181,2023-05-17,MX,vip
6182,2023-05-10,US,new
6183,2023-12-23,MX,new
6184,2022-05-15,AR,returning
6185,2022-07-29,US,vip
6186,2023-10-05,ES,vip
6187,2023-03-02,ES,returning
6188,2022-06-12,US,new
6189,2024-05-18,AR,new
6190,2022-12-11,US,vip
6191,2022-05-21,ES,new
6192,2022-11-30,MX,vip
6193,2022-09-08,CO,vip
6194,2022-12-27,MX,vip
6195,2023-02-05,US,returning
6196,2023-02-25,MX,vip
6197,2023-08-06,CO,returning
6198,2022-06-15,ES,vip
6199,2023-05-05,US,returning
6200,2022-04-13,ES,vip
6201,2022-12-19,US,returning
6202,2022-09-18,US,returning
6203,2022-11-20,ES,vip
6204,2022-09-21,CO,vip
6205,2022-01-03,ES,returning
6206,2023-12-11,AR,returning
6207,2023-02-05,AR,returning
6208,2022-06-21,US,returning
6209,2024-02-05,MX,returning
6210,2022-02-14,MX,new
6211,2022-06-07,MX,returning
6212,2023-03-30,ES,returning
6213,2023-08-08,ES,returning
6214,2024-03-18,US,vip
6215,2024-04-10,US,returning
6216,2022-02-16,ES,returning
6217,2024-04-21,CO,new
6218,2022-03-18,AR,new
6219,2022-12-15,AR,vip
6220,2022-05-15,US,returning
6221,2024-03-13,AR,new
6222,2023-11-13,US,vip
6223,2022-10-30,MX,returning
6224,2024-06-18,AR,vip
6225,2022-01-30,US,new
6226,2023-05-31,US,new
6227,2022-06-25,US,new
6228,2023-02-27,ES,new
6229,2022-02-06,ES,returning
6230,2022-06-08,MX,new
6231,2023-03-15,AR,new
6232,2022-12-27,ES,returning
6233,2024-06-05,ES,new
6234,2022-03-19,MX,new
6235,2023-04-04,AR,new
6236,2024-05-07,US,returning
6237,2023-05-30,MX,returning
6238,2022-10-24,CO,returning
6239,2022-06-06,AR,new
6240,2022-03-24,CO,returning
6241,2022-03-26,ES,vip
6242,2024-02-09,AR,new
6243,2024-04-16,MX,new
6244,2022-09-18,ES,new
6245,2023-05-12,ES,vip
6246,2023-01-09,MX,returning
6247,2024-02-11,ES,returning
6248,2023-03-27,CO,vip
6249,2022-01-06,AR,vip
6250,2022-09-20,CO,new
6251,2022-01-21,MX,returning
6252,2023-12-05,CO,new
6253,2024-02-15,US,returning
6254,2023-06-28,US,new
6255,2022-02-21,MX,new
6256,2022-10-07,MX,vip
6257,2022-01-27,CO,returning
6258,2024-04-22,AR,vip
6259,2022-07-26,CO,returning
6260,2022-10-17,ES,new
6261,2022-12-17,US,returning
6262,2023-12-25,ES,returning
6263,2024-05-20,MX,returning
6264,2023-02-03,CO,returning
6265,2022-03-25,US,vip
6266,2023-01-20,US,vip
6267,2022-11-11,ES,returning
6268,2023-05-05,AR,vip
6269,2022-09-04,CO,new
6270,2024-01-29,AR,vip
6271,2022-11-24,AR,vip
6272,2023-06-28,MX,new
6273,2022-10-10,ES,returning
6274,2023-03-18,ES,returning
6275,2023-06-17,AR,new
6276,2023-06-16,ES,vip
6277,2022-02-14,US,vip
6278,2023-04-23,ES,returning
6279,2023-06-03,ES,new
6280,2023-04-12,ES,vip
6281,2023-08-10,US,vip
6282,2022-09-11,AR,new
6283,2023-05-06,US,vip
6284,2024-05-24,CO,returning
6285,2023-02-01,AR,vip
6286,2023-01-04,ES,returning
6287,2022-07-13,ES,new
6288,2022-09-15,CO,returning
6289,2023-05-06,ES,new
6290,2023-10-31,MX,new
6291,2024-05-16,CO,new
6292,2024-01-23,MX,new
6293,2022-12-15,ES,new
6294,2024-01-20,AR,vip
6295,2022-11-20,CO,new
6296,2022-08-23,CO,new
6297,2022-03-15,ES,new
6298,2023-03-09,US,new
6299,2022-05-16,AR,new
6300,2023-07-25,CO,returning
6301,2022-08-16,ES,new
6302,2024-01-13,CO,new
6303,2024-01-13,CO,vip
6304,2023-08-17,ES,returning
6305,2024-02-10,MX,new
6306,2022-04-05,ES,returning
6307,2023-01-10,MX,new
6308,2023-12-15,AR,vip
6309,2023-11-15,US,vip
6310,2023-09-19,US,returning
6311,2024-03-08,AR,returning
6312,2022-04-22,CO,new
6313,2023-10-21,MX,vip
6314,2023-01-13,CO,new
6315,2022-09-08,CO,vip
6316,2022-03-06,ES,new
6317,2023-06-06,CO,vip
6318,2023-10-03,ES,new
6319,2024-06-07,US,returning
6320,2022-07-16,ES,new
6321,2023-12-16,AR,vip
6322,2022-07-03,CO,new
6323,2022-11-27,ES,new
6324,2024-01-02,US,vip
6325,2023-02-06,MX,returning
6326,2023-03-22,AR,returning
6327,2022-10-22,MX,new
6328,2023-11-27,US,new
6329,2023-10-27,ES,new
6330,2024-01-31,AR,vip
6331,2022-02-02,CO,returning
6332,2024-01-11,ES,returning
6333,2022-04-28,AR,returning
6334,2023-12-07,AR,returning
6335,2023-10-25,MX,vip
6336,2024-05-07,CO,vip
6337,2022-03-22,US,new
6338,2024-05-04,MX,new
6339,2024-01-17,AR,vip
6340,2022-05-01,US,new
6341,2022-09-17,CO,returning
6342,2024-05-12,AR,returning
6343,2023-10-28,US,vip
6344,2024-01-13,US,new
6345,2024-03-12,AR,vip
6346,2022-06-25,US,vip
6347,2022-11-19,MX,returning
6348,2022-02-05,ES,returning
6349,2023-06-09,MX,returning
6350,2022-05-29,MX,new
6351,2022-06-10,CO,returning
6352,2022-09-24,AR,new
6353,2024-01-15,ES,returning
6354,2022-01-23,MX,returning
6355,2022-03-18,AR,vip
6356,2022-07-05,CO,new
6357,2023-11-13,US,vip
6358,2022-11-10,ES,returning
6359,2022-10-22,ES,returning
6360,2022-08-22,AR,vip
6361,2023-08-21,CO,new
6362,2024-03-30,AR,new
6363,2023-01-18,ES,vip
6364,2024-02-05,AR,returning
6365,2022-09-19,MX,returning
6366,2023-08-20,ES,new
6367,2022-11-20,MX,vip
6368,2023-05-10,ES,vip
6369,2024-03-22,MX,vip
6370,2024-05-12,AR,returning
6371,2022-03-26,ES,vip
6372,2022-02-07,ES,vip
6373,2023-04-09,MX,returning
6374,2023-11-02,ES,returning
6375,2023-03-22,ES,vip
6376,2024-03-28,US,returning
6377,2023-11-12,US,vip
6378,2022-09-17,ES,vip
6379,2023-05-15,MX,new
6380,2023-11-27,US,vip
6381,2022-10-15,US,vip
6382,2023-01-08,AR,vip
6383,2022-12-23,ES,new
6384,2022-06-08,US,returning
6385,2023-10-20,ES,vip
6386,2023-08-29,ES,vip
6387,2024-04-25,AR,new
6388,2022-07-25,MX,new
6389,2024-02-26,CO,returning
6390,2022-09-10,AR,new
6391,2022-03-19,MX,vip
6392,2022-09-23,MX,returning
6393,2023-07-10,CO,new
6394,2023-04-28,ES,vip
6395,2023-07-02,CO,returning
6396,2023-01-02,ES,returning
6397,2023-05-07,AR,vip
6398,2023-11-23,US,returning
6399,2022-06-11,CO,returning
6400,2022-05-30,MX,new
6401,2024-06-18,ES,returning
6402,2023-08-31,US,returning
6403,2022-12-03,AR,new
6404,2023-11-19,ES,new
6405,2024-01-14,AR,returning
6406,2024-04-23,MX,vip
6407,2022-06-04,CO,vip
6408,2024-02-10,CO,returning
6409,2022-01-09,CO,vip
6410,2023-06-22,MX,returning
6411,2022-01-08,CO,vip
6412,2023-12-08,AR,vip
6413,2023-03-27,CO,returning
6414,2023-08-28,US,new
6415,2022-11-21,AR,vip
6416,2023-08-25,ES,new
6417,2022-08-02,ES,returning
6418,2023-09-25,AR,vip
6419,2023-04-04,AR,returning
6420,2022-02-04,ES,new
6421,2022-07-18,MX,returning
6422,2022-07-26,CO,vip
6423,2023-10-19,MX,vip
6424,2023-05-13,CO,returning
6425,2023-01-30,AR,new
6426,2023-06-04,US,returning
6427,2024-02-04,ES,vip
6428,2024-05-02,CO,vip
6429,2022-03-28,US,vip
6430,2023-05-11,AR,new
6431,2023-06-25,CO,returning
6432,2023-02-24,US,returning
6433,2024-04-11,AR,returning
6434,2022-01-19,ES,new
6435,2022-07-03,AR,vip
6436,2022-03-05,ES,new
6437,2022-04-27,ES,new
6438,2024-04-03,CO,new
6439,2023-04-29,AR,returning
6440,2022-04-18,ES,vip
6441,2022-12-19,MX,new
6442,2023-06-15,CO,returning
6443,2023-06-10,US,vip
6444,2024-03-28,MX,returning
6445,2023-08-20,CO,new
6446,2023-10-06,ES,returning
6447,2023-01-25,ES,vip
6448,2023-02-26,ES,vip
6449,2022-09-15,CO,returning
6450,2024-05-26,MX,vip
6451,2024-02-01,CO,new
6452,2023-11-06,US,returning
6453,2022-01-09,ES,new
6454,2023-03-03,AR,new
6455,2022-06-10,US,vip
6456,2022-08-20,MX,returning
6457,2023-05-09,MX,vip
6458,2023-10-04,ES,vip
6459,2022-06-24,MX,returning
6460,2024-02-04,AR,vip
6461,2022-06-08,CO,vip
6462,2023-06-03,US,vip
6463,2023-05-01,AR,returning
6464,2022-06-26,AR,new
6465,2023-05-01,ES,new
6466,2022-08-11,US,vip
6467,2022-02-09,CO,vip
6468,2023-12-31,MX,new
6469,2022-07-07,MX,vip
6470,2023-07-26,MX,vip
6471,2022-03-16,MX,new
6472,2022-09-30,CO,vip
6473,2022-11-11,MX,vip
6474,2022-07-04,AR,returning
6475,2024-06-03,CO,vip
6476,2023-07-12,US,returning
6477,2024-02-24,MX,vip
6478,2023-05-07,CO,new
6479,2023-07-19,AR,new
6480,2024-06-09,MX,new
6481,2022-07-20,US,vip
6482,2022-09-04,MX,returning
6483,2023-01-10,MX,vip
6484,2022-05-22,ES,vip
6485,2023-01-25,ES,vip
6486,2022-09-27,CO,returning
6487,2022-02-08,MX,returning
6488,2023-07-28,AR,returning
6489,2022-06-04,AR,returning
6490,2023-04-21,US,vip
6491,2022-08-30,US,vip
6492,2023-10-13,AR,vip
6493,2022-06-24,CO,new
6494,2024-06-18,ES,vip
6495,2022-01-10,ES,returning
6496,2023-02-18,AR,returning
6497,2022-09-18,US,vip
6498,2022-05-09,MX,vip
6499,2024-03-21,US,returning
6500,2024-01-08,AR,new
6501,2023-08-13,CO,vip
6502,2024-03-18,CO,new
6503,2022-10-11,US,new
6504,2024-02-19,US,vip
6505,2022-10-05,MX,returning
6506,2024-04-02,AR,vip
6507,2022-04-07,US,new
6508,2023-11-30,CO,vip
6509,2023-08-13,CO,new
6510,2022-06-24,MX,new
6511,2024-04-25,ES,new
6512,2022-09-02,CO,vip
6513,2023-10-29,CO,new
6514,2022-04-19,US,returning
6515,2023-03-16,ES,vip
6516,2024-04-17,US,new
6517,2022-02-04,MX,vip
6518,2024-03-17,US,new
6519,2023-01-04,CO,vip
6520,2023-12-09,US,vip
6521,2024-04-10,CO,returning
6522,2022-09-21,AR,vip
6523,2022-09-06,ES,returning
6524,2023-10-10,US,vip
6525,2023-06-12,MX,returning
6526,2022-11-22,ES,new
6527,2022-02-26,US,returning
6528,2022-01-07,CO,returning
6529,2024-02-10,US,returning
6530,2022-01-31,AR,returning
6531,2022-07-20,MX,returning
6532,2023-12-02,CO,returning
6533,2024-01-18,MX,returning
6534,2022-04-06,US,new
6535,2023-12-14,ES,vip
6536,2022-09-19,US,returning
6537,2022-01-10,AR,vip
6538,2022-02-21,US,new
6539,2022-11-16,ES,returning
6540,2022-09-16,US,returning
6541,2023-07-17,AR,new
6542,2023-09-27,US,returning
6543,2022-08-19,CO,vip
6544,2023-11-03,CO,vip
6545,2023-06-22,AR,returning
6546,2024-03-16,AR,vip
6547,2023-05-14,US,vip
6548,2024-02-04,US,returning
6549,2023-06-27,ES,returning
6550,2023-09-21,MX,new
6551,2024-05-08,MX,returning
6552,2024-02-15,ES,new
6553,2022-06-29,MX,returning
6554,2024-01-04,MX,returning
6555,2022-05-05,US,vip
6556,2022-03-23,MX,returning
6557,2022-11-30,MX,new
6558,2023-10-19,MX,new
6559,2022-03-03,CO,new
6560,2022-04-08,AR,new
6561,2023-04-10,CO,vip
6562,2023-04-16,AR,new
6563,2022-12-13,ES,new
6564,2022-01-18,US,new
6565,2023-06-30,MX,vip
6566,2022-11-19,AR,vip
6567,2024-02-22,CO,vip
6568,2023-06-13,CO,returning
6569,2023-11-04,CO,returning
6570,2022-08-15,AR,returning
6571,2024-01-20,MX,new
6572,2024-06-04,US,new
6573,2023-06-15,US,new
6574,2023-12-17,CO,vip
6575,2022-01-20,MX,vip
6576,2022-09-23,AR,vip
6577,2022-10-25,MX,new
6578,2024-03-24,ES,new
6579,2022-11-07,CO,new
6580,2022-05-31,ES,vip
6581,2022-11-05,MX,new
6582,2022-01-10,MX,vip
6583,2023-04-04,MX,returning
6584,2023-05-06,ES,new
6585,2023-03-22,CO,returning
6586,2023-02-27,US,vip
6587,2022-08-01,MX,new
6588,2022-10-15,MX,new
6589,2022-03-12,MX,new
6590,2022-06-21,MX,new
6591,2023-11-05,AR,returning
6592,2023-03-15,CO,vip
6593,2022-04-09,AR,returning
6594,2022-11-10,US,returning
6595,2023-05-03,US,vip
6596,2022-10-21,AR,returning
6597,2024-02-27,MX,new
6598,2024-03-29,CO,returning
6599,2023-06-09,CO,new
6600,2023-06-08,AR,returning
6601,2022-02-07,US,vip
6602,2024-03-02,AR,returning
6603,2023-04-14,CO,new
6604,2023-09-25,ES,new
6605,2022-01-19,CO,vip
6606,2023-07-28,AR,new
6607,2022-06-05,US,new
6608,2024-01-24,ES,vip
6609,2023-02-28,MX,returning
6610,2022-02-10,US,new
6611,2024-04-27,AR,returning
6612,2023-01-09,CO,returning
6613,2024-01-18,AR,new
6614,2022-11-19,US,returning
6615,2023-08-29,MX,new
6616,2024-03-31,ES,vip
6617,2022-08-10,CO,new
6618,2023-05-18,AR,returning
6619,2022-03-31,AR,new
6620,2023-06-21,CO,vip
6621,2022-10-10,ES,new
6622,2023-12-01,AR,returning
6623,2023-04-10,AR,vip
6624,2022-01-10,ES,new
6625,2023-07-06,CO,new
6626,2023-09-13,US,vip
6627,2023-11-27,AR,new
6628,2022-10-15,US,vip
6629,2022-03-24,ES,vip
6630,2023-12-18,AR,returning
6631,2022-12-16,CO,returning
6632,2024-03-02,CO,returning
6633,2022-10-28,MX,returning
6634,2022-09-19,CO,returning
6635,2023-10-01,ES,vip
6636,2022-09-16,US,new
6637,2023-12-14,ES,new
6638,2024-02-15,US,new
6639,2023-05-15,CO,returning
6640,2024-04-25,MX,vip
6641,2024-02-06,AR,new
6642,2023-07-10,US,returning
6643,2023-01-15,AR,returning
6644,2023-03-27,CO,vip
6645,2023-08-23,CO,vip
6646,2022-01-21,AR,vip
6647,2022-01-30,MX,new
6648,2022-05-04,US,new
6649,2022-11-05,AR,new
6650,2024-05-21,ES,vip
6651,2023-01-11,US,vip
6652,2023-03-28,MX,vip
6653,2024-05-13,ES,vip
6654,2024-02-25,US,returning
6655,2024-03-07,AR,returning
6656,2024-01-22,ES,returning
6657,2022-01-13,MX,returning
6658,2022-09-07,US,vip
6659,2023-09-05,US,returning
6660,2022-08-05,US,vip
6661,2023-10-06,AR,vip
6662,2022-07-03,MX,new
6663,2022-07-03,US,new
6664,2023-04-03,ES,vip
6665,2023-11-06,AR,vip
6666,2022-09-26,MX,vip
6667,2022-03-07,CO,returning
6668,2022-12-09,AR,vip
6669,2022-06-27,MX,vip
6670,2022-03-13,US,new
6671,2022-04-08,CO,returning
6672,2022-12-07,MX,vip
6673,2023-10-08,ES,returning
6674,2023-04-14,ES,returning
6675,2022-03-05,US,new
6676,2023-11-09,CO,returning
6677,2024-06-02,AR,vip
6678,2022-11-01,CO,returning
6679,2023-09-25,CO,vip
6680,2022-07-22,CO,returning
6681,2024-01-28,ES,returning
6682,2022-07-20,MX,vip
6683,2023-05-01,MX,new
6684,2022-08-02,US,vip
6685,2023-09-22,CO,new
6686,2023-02-24,MX,new
6687,2022-09-06,CO,returning
6688,2023-12-09,US,new
6689,2024-03-14,CO,vip
6690,2023-03-07,US,new
6691,2024-03-03,US,returning
6692,2022-08-11,CO,vip
6693,2022-04-29,US,new
6694,2023-04-25,CO,vip
6695,2023-04-24,CO,vip
6696,2022-12-01,ES,vip
6697,2022-04-27,ES,vip
6698,2023-11-04,US,new
6699,2022-08-10,US,vip
6700,2022-12-11,ES,returning
6701,2023-10-17,CO,returning
6702,2023-11-03,US,new
6703,2023-10-15,ES,returning
6704,2024-04-15,US,returning
6705,2022-01-27,ES,new
6706,2024-01-25,ES,new
6707,2024-03-02,ES,new
6708,2023-03-01,MX,vip
6709,2022-01-05,US,new
6710,2022-03-25,US,returning
6711,2024-05-02,ES,vip
6712,2022-07-17,AR,new
6713,2024-02-02,ES,vip
6714,2024-05-29,ES,new
6715,2022-03-12,AR,returning
6716,2022-08-10,CO,returning
6717,2022-01-16,CO,vip
6718,2022-06-23,AR,new
6719,2022-08-30,MX,vip
6720,2022-05-27,MX,vip
6721,2024-06-07,MX,new
6722,2022-06-30,MX,returning
6723,2022-11-05,CO,returning
6724,2024-05-01,US,returning
6725,2022-06-08,CO,vip
6726,2022-05-17,AR,vip
6727,2022-01-05,ES,vip
6728,2023-07-01,ES,returning
6729,2022-09-11,AR,vip
6730,2023-06-10,ES,new
6731,2022-05-08,AR,returning
6732,2023-02-23,CO,returning
6733,2023-06-07,US,vip
6734,2023-12-12,MX,vip
6735,2023-01-07,ES,vip
6736,2022-02-02,AR,new
6737,2022-08-31,US,vip
6738,2024-04-10,CO,new
6739,2023-08-19,MX,new
6740,2022-03-16,CO,vip
6741,2022-09-05,US,new
6742,2022-09-17,ES,new
6743,2022-12-03,ES,vip
6744,2022-11-03,AR,returning
6745,2022-01-16,MX,returning
6746,2022-09-10,AR,new
6747,2023-11-13,MX,returning
6748,2022-04-02,CO,returning
6749,2022-11-02,AR,vip
6750,2022-06-02,MX,vip
6751,2023-05-27,ES,returning
6752,2023-12-21,US,new
6753,2023-05-13,US,vip
6754,2023-06-20,AR,vip
6755,2024-04-30,CO,returning
6756,2024-06-04,AR,returning
6757,2022-08-26,ES,returning
6758,2022-05-11,AR,new
6759,2023-08-07,CO,new
6760,2022-08-27,ES,returning
6761,2022-10-26,AR,vip
6762,2022-09-29,ES,new
6763,2022-02-16,MX,vip
6764,2024-01-23,MX,vip
6765,2024-01-21,AR,new
6766,2023-10-23,CO,vip
6767,2022-07-02,MX,new
6768,2023-07-17,ES,vip
6769,2023-07-13,MX,vip
6770,2022-01-05,AR,vip
6771,2024-04-11,CO,vip
6772,2022-10-19,AR,new
6773,2022-05-03,AR,new
6774,2022-02-26,MX,new
6775,2023-03-06,US,new
6776,2023-11-14,AR,returning
6777,2024-04-26,MX,returning
6778,2022-05-16,US,vip
6779,2023-01-19,CO,vip
6780,2022-01-22,MX,new
6781,2023-01-30,ES,returning
6782,2023-05-20,ES,returning
6783,2023-08-05,US,new
6784,2023-05-11,ES,vip
6785,2022-03-29,AR,vip
6786,2022-07-31,AR,new
6787,2023-01-23,ES,vip
6788,2022-03-14,CO,returning
6789,2023-06-13,ES,returning
6790,2022-07-15,AR,new
6791,2024-04-29,US,new
6792,2024-03-28,AR,new
6793,2022-07-11,AR,returning
6794,2023-10-22,CO,new
6795,2023-02-28,ES,returning
6796,2024-05-12,CO,vip
6797,2023-10-13,MX,vip
6798,2023-08-27,MX,returning
6799,2022-10-14,CO,vip
6800,2024-01-30,ES,returning
6801,2022-11-10,AR,vip
6802,2023-12-25,US,vip
6803,2023-01-24,CO,vip
6804,2023-11-12,ES,new
6805,2024-01-01,MX,returning
6806,2024-04-09,CO,vip
6807,2023-05-25,AR,new
6808,2023-05-10,MX,new
6809,2022-08-31,US,new
6810,2023-11-16,MX,vip
6811,2023-09-12,US,returning
6812,2023-12-28,AR,vip
6813,2022-09-05,US,vip
6814,2023-02-14,ES,vip
6815,2024-03-27,CO,vip
6816,2023-07-27,AR,returning
6817,2024-06-17,MX,new
6818,2023-06-01,US,vip
6819,2023-12-08,MX,returning
6820,2024-06-12,MX,new
6821,2022-11-13,MX,vip
6822,2023-02-27,AR,vip
6823,2023-07-31,ES,vip
6824,2022-01-26,MX,vip
6825,2024-04-15,US,vip
6826,2023-04-30,CO,new
6827,2022-11-30,ES,new
6828,2022-03-11,MX,returning
6829,2022-11-01,US,new
6830,2023-12-22,US,vip
6831,2023-10-24,MX,vip
6832,2024-02-27,CO,new
6833,2022-10-08,AR,vip
6834,2023-01-18,CO,vip
6835,2022-04-11,AR,returning
6836,2024-05-01,AR,returning
6837,2023-08-19,MX,vip
6838,2023-03-16,ES,vip
6839,2023-08-19,ES,new
6840,2023-08-10,AR,vip
6841,2023-11-12,MX,vip
6842,2024-06-04,US,new
6843,2022-01-25,CO,returning
6844,2024-04-18,US,returning
6845,2023-11-29,MX,vip
6846,2024-03-16,CO,new
6847,2024-02-19,ES,returning
6848,2023-04-24,CO,returning
6849,2023-11-21,US,vip
6850,2023-11-17,AR,returning
6851,2023-09-20,AR,returning
