transaction_id,user_id,product_id,quantity
28264,19398,1070,2
9782,11325,4845,3
3626,21339,2532,2
33783,43023,751,1
27036,20431,3518,1
6944,6019,4909,4
17569,23139,1862,1
17161,3259,1269,4
12405,3274,4453,3
22787,10082,841,3
11922,13317,639,4
6127,40988,3751,3
29623,13641,2251,2
9115,39330,4400,4
37103,27086,2101,2
16830,34502,4307,1
32563,47567,2106,3
39002,32304,4497,3
37089,46939,1657,4
30308,15813,3610,2
5828,47838,2738,1
6215,3244,4335,3
8002,35538,3007,3
26441,41425,544,1
14037,1040,4538,1
620,37301,735,1
15779,9694,4038,1
9202,35861,3569,1
24498,13985,1463,1
17446,34637,2928,3
33960,20737,4823,1
30404,19052,1434,4
4146,42826,2629,3
17420,10653,2341,4
19146,43690,3857,4
25076,11987,1663,4
33872,46765,2866,1
22927,43462,952,2
14397,28183,4234,2
1074,18957,4296,3
4806,38216,2313,3
38959,3448,840,1
1571,26019,4165,1
12747,42546,842,3
20928,31189,2783,1
21955,15143,3580,4
35772,297,1667,3
18753,231,2334,1
19636,44483,3028,1
26214,16321,3939,4
28099,24386,2785,2
17267,10224,130,4
26859,44261,1941,2
39188,827,2768,2
32606,35022,4106,2
24459,42612,300,4
23641,46548,4671,2
3444,42243,2930,3
8482,48867,774,2
1299,36212,831,2
33669,3602,2370,3
37845,44748,1691,3
18095,3294,3301,3
29549,13711,1195,4
5041,18181,4456,3
13658,39951,1438,1
20926,30345,2765,3
35936,36791,1491,4
13749,29248,4009,1
17623,37765,3757,2
9400,12772,2400,1
16621,2417,2610,4
5978,33164,1034,3
16161,27204,4297,2
6780,31804,724,3
20776,17927,4371,1
29881,4166,4652,4
1407,27265,3564,2
26440,32862,4740,3
803,14925,1013,4
513,46298,3786,2
13946,36398,2128,3
11894,20246,2784,3
34917,35199,4337,3
26325,9711,1379,2
12361,18749,1913,1
3133,19876,1607,1
21528,43419,3378,3
17588,22048,310,4
6382,31168,2913,4
6829,36855,1249,1
26344,25320,913,3
19383,28975,996,3
29389,3876,451,3
39387,17212,2679,3
27961,16290,571,1
2911,14209,3857,4
5241,7602,3714,2
39332,16834,2748,1
4409,19986,1324,1
20175,36323,444,1
28193,34725,2734,4
1122,6272,15,3
37168,47970,1436,2
28014,5719,2850,1
28423,12541,1922,4
34668,35874,394,4
28544,5976,648,2
21193,12660,2930,1
20073,49322,586,1
23965,38711,4963,3
38237,37867,1216,4
10747,10322,2151,2
16890,10606,3265,2
34089,7164,2667,1
39025,2645,4250,1
13494,43094,1603,3
17778,44615,833,4
31749,6675,3741,1
12246,46587,954,2
29399,9503,2439,4
18102,22732,3399,3
20320,10311,3500,3
27234,18352,3379,2
29184,1499,4121,4
30149,47241,1815,1
10873,26352,350,2
1568,34092,4300,3
28780,37232,684,3
37489,14197,3371,2
4996,33965,2507,4
38611,17702,4394,4
13779,31763,356,4
25739,49164,4353,3
33040,9249,3627,4
31182,5855,4179,3
39999,49280,1694,4
25310,8075,2388,2
24790,157,2787,2
34534,14100,777,4
1435,21581,670,1
260,18857,2457,4
36706,12094,1024,1
3182,25696,42,4
18800,19629,4967,3
13524,39378,4335,2
20473,24690,1838,3
37184,12983,2288,1
36171,35431,673,2
35023,43958,1091,4
32498,36823,185,3
29226,18254,1364,3
19652,39697,699,1
15939,37950,1858,4
30623,11947,2444,4
19460,12574,1361,2
33323,15641,2599,1
2092,46233,618,1
9431,31646,495,2
9966,981,1774,3
20448,19740,127,3
21381,48318,4271,1
17880,31569,2702,1
39195,17026,941,1
22142,2411,2314,3
20932,42702,1108,3
38702,43533,1267,2
12802,24394,3936,4
8617,45059,3845,2
31884,46635,2253,3
4518,20134,2840,3
11885,43899,1072,1
14540,25035,698,3
13700,43616,847,4
16113,13588,1754,1
25928,16386,4664,2
11167,40679,4384,4
27296,21865,3147,3
22415,32963,2882,4
26479,31140,4614,2
10535,24894,3676,3
4634,25398,2947,4
34457,36556,1120,2
22790,740,4915,1
12951,44589,2961,3
25272,13241,425,4
9901,25741,787,2
5949,36165,1068,2
14302,31757,4893,2
16981,44636,1073,4
9183,13428,2137,2
5721,46573,3747,1
4097,20985,2941,4
24799,1178,1260,1
14170,29637,1903,4
23615,32135,2118,2
39087,6572,1125,1
36580,10318,535,4
9830,45704,1184,3
3996,28445,434,3
13226,49442,1341,3
12478,9794,910,2
3853,40965,3511,4
39683,30898,2122,3
28505,43397,4677,2
10311,23692,834,1
11626,28822,304,4
7944,36838,2061,2
19120,43612,516,3
16389,30535,3918,2
12425,40052,2531,3
3067,20046,252,3
20194,3846,4819,3
24696,20259,3344,4
3044,43269,1299,4
37094,25665,4255,3
21428,40304,480,4
18684,35356,2941,1
23941,1182,1279,3
9377,8462,2752,3
17637,42122,3145,1
22805,16977,2065,2
16667,27423,1542,3
39261,11872,4993,4
33311,19361,2354,1
39672,26670,510,3
3772,26702,3490,2
245,37076,3772,3
37014,14589,3424,1
12234,17570,4336,4
17582,17836,348,4
353,37385,2988,3
37723,45704,581,3
28541,5184,4510,4
24527,29370,4168,4
28262,33575,1163,3
37375,25385,4392,3
9908,49259,461,2
24095,33201,4098,1
4842,37144,2319,4
22078,8999,4716,1
23923,15702,1691,3
18652,46425,1693,4
32578,20657,646,1
22443,20670,2170,3
12108,17033,2302,3
15969,12919,4643,4
37469,2385,3943,4
6279,7232,548,4
5914,3734,3139,4
27751,38533,1400,2
5832,41916,3124,4
32445,37639,3662,1
37776,5736,4837,4
37478,13637,1571,4
36870,33521,3164,2
30176,36611,229,2
2992,5001,678,1
18330,37616,3949,4
13056,40796,284,3
23768,10241,2722,1
12716,22973,4531,1
16938,16159,304,2
33042,4788,3728,3
20638,28591,4346,4
3700,5143,109,4
31193,43134,4504,2
1583,40730,4658,1
10652,30868,3109,2
37212,5586,3472,1
9578,39727,2992,2
33446,33913,3855,3
8152,19306,492,1
24177,40745,3651,3
19776,16976,322,3
12503,30467,225,1
31468,40728,476,1
17769,14616,1442,2
22232,9532,497,1
17626,33226,1708,1
39778,14303,935,3
34269,26355,983,4
36579,41918,3022,1
12432,21966,3631,3
12498,21278,1234,4
38587,1826,315,4
27255,35905,730,3
27876,10562,647,1
389,23226,2848,1
31915,26858,1893,2
1223,49110,2102,2
1045,44331,4351,4
3168,39108,3535,3
30414,21718,2920,4
18999,1583,280,1
18137,4480,19,4
1172,15256,4904,2
35907,38084,4660,1
17166,7941,3160,4
14345,19587,4092,3
38439,41926,1622,3
11046,36796,1829,3
1897,16850,955,4
10459,34985,3730,1
7355,9692,4412,4
27190,23550,3803,1
28604,16202,1624,3
15312,31435,3870,3
26502,45712,3702,3
26874,49223,3510,2
3934,36986,1900,3
22339,41225,655,3
26230,31200,3868,1
15778,28775,143,4
27753,13775,435,3
5012,35372,2764,2
2069,43886,4879,1
19760,31713,397,4
34922,37895,4384,4
24562,37956,593,3
35197,42131,4438,3
23626,35097,2446,3
24820,12889,576,2
4208,35734,1286,4
5198,17909,974,1
31169,19921,857,1
27287,30733,4544,4
8591,43355,2862,4
29562,2504,3531,1
35198,32766,266,3
26811,37149,1654,4
39735,8686,875,2
14764,33683,2837,4
4019,17108,2189,2
20462,22206,1348,3
9304,22292,3060,2
27427,23797,3735,4
8333,31534,4090,3
18697,16490,1068,4
33054,47795,412,2
27499,15929,4459,1
19607,43392,1818,2
1332,2206,1507,4
8406,40396,1215,4
984,27033,3570,2
34423,35668,1277,3
34393,43639,1616,2
23143,19897,814,3
36007,7723,3946,2
18789,14702,3357,2
34569,24,231,4
42,1813,649,4
6366,38041,1798,4
28355,29742,1938,2
27449,40266,3462,3
38239,21417,2610,4
5446,15667,1020,2
8817,41638,3386,3
7364,4093,543,1
20354,43823,2727,1
5077,37033,3605,3
24559,7111,389,3
8098,360,1064,2
9362,12171,1398,2
1763,12510,1764,3
15779,30087,4615,4
28967,24718,1500,3
11960,5957,1809,2
1010,4149,1675,1
38846,44992,1884,2
32224,36581,2815,1
14809,11630,53,4
12016,20288,1382,4
2605,10973,1308,4
6581,3228,293,2
7590,30588,2766,2
33440,4875,1200,4
36576,26206,383,3
12093,11924,2522,1
23008,4273,2464,4
27881,6199,4479,4
38494,7176,4365,3
8031,13326,3132,4
15153,1754,3665,3
25043,39782,3019,1
10328,15895,3243,3
16791,27029,2423,3
25276,9146,247,3
37734,22788,2485,2
33220,17683,1018,3
12115,17231,3913,2
32541,15109,821,2
31178,49261,648,1
2490,35248,527,3
9692,42288,1028,2
19741,47062,3490,2
37394,12481,2444,2
34843,46646,2429,4
6419,28218,2359,2
14837,34361,3227,4
7952,26424,2009,4
29842,1199,70,4
18491,26469,1744,2
18899,46946,3098,3
34864,39469,3322,1
23260,5982,4434,4
1696,20213,2154,2
21082,28301,3885,2
26218,35643,4144,1
36626,7441,3345,4
761,49807,1503,4
11418,12943,904,2
13258,46170,3602,1
33192,46631,4765,1
23456,30211,408,4
30156,48821,4572,1
34916,10945,1700,2
113,3832,306,3
14231,29361,4806,3
15248,28370,4349,1
15306,30651,3438,4
31294,25231,4450,1
19969,22403,4313,1
25588,8898,2860,4
22598,9667,1462,2
25371,16717,2549,1
13192,35740,3004,3
37890,159,3516,1
24092,15210,1805,4
31186,11264,433,4
22862,11714,4779,3
20695,10931,3265,2
19743,38546,427,1
13985,48963,206,3
39561,25599,1122,3
14071,42575,2417,3
39482,44332,3172,2
30533,41628,3678,2
24043,43014,3841,1
20409,41067,665,1
6884,31615,2273,2
3882,48983,94,3
30422,608,674,2
11391,31940,665,1
2932,7279,4757,3
12996,27230,2118,2
9387,9283,2758,1
27831,48461,4969,2
12326,4843,2150,1
18067,13485,1095,4
26744,27252,875,3
13608,278,2797,3
2466,33450,1553,1
24672,42471,1266,3
14692,38783,4587,3
33857,16167,4851,3
14638,39591,160,1
5351,38695,4512,4
9155,27799,1879,4
10611,4151,3448,4
11588,44496,688,4
23435,7244,1582,1
29575,24069,526,3
2927,11291,2208,1
3710,31357,2864,3
3831,42085,1485,3
10861,49399,1606,3
11707,43550,2365,1
39300,1792,1392,3
29734,18237,3334,2
5551,28552,4341,1
24769,20099,3592,1
5663,17492,932,2
19770,2338,1330,4
2853,15324,2472,3
16168,40798,3789,2
26310,25880,250,4
11798,20510,3196,2
3462,1247,255,4
7572,31558,3621,2
18071,3473,1487,4
26345,29415,777,4
6096,34659,2343,2
190,37205,3232,1
1502,36324,2554,4
13744,45812,566,3
38554,36303,1744,2
28554,15108,2485,3
34414,19044,3215,2
3390,4007,4690,3
11391,40765,2063,1
28449,21123,3007,4
7910,35915,4611,1
33925,32445,1289,4
25503,29046,2254,3
21436,28782,1200,2
30181,1541,4321,3
38741,8580,3104,1
39377,7935,4082,1
36219,25223,4411,2
39263,40094,3227,1
16332,10524,1710,4
22539,45292,2274,1
1205,2205,1910,4
33415,19282,1130,4
11223,17478,2394,2
34514,29404,2218,4
8110,12678,2353,1
38587,23944,3869,4
20476,33855,4880,2
2207,14499,2396,1
24636,37145,4513,3
1179,14795,788,1
11329,26728,3117,2
14524,44918,2579,3
26225,24291,3797,3
24646,41907,1859,2
39443,20787,3588,2
30512,24160,461,3
23096,36697,2274,3
13898,49513,340,1
14237,16067,4065,4
39299,48640,2007,1
3569,104,4423,1
23735,15263,1239,3
2937,22629,1247,4
36506,3509,2108,3
36951,16390,777,1
1119,27199,1580,2
6679,19759,4269,1
16106,26450,1924,3
16464,4229,1725,3
33400,45456,3923,4
23804,19646,1497,4
25873,42674,3183,1
3790,11156,1577,3
23481,17656,757,2
3900,47370,439,1
9985,9270,3959,3
21112,40008,1321,2
39215,46101,737,1
7377,21163,3946,1
1525,45916,245,2
5392,21788,1224,2
14530,30263,2448,3
37109,34961,2913,4
29101,11467,357,4
15849,38678,4788,4
39702,5097,3821,3
39261,32686,3181,1
34185,40779,1548,4
25485,12834,2306,3
38631,34364,632,4
26083,49808,2063,2
26746,42774,403,1
1625,13825,2583,3
22692,8361,1821,4
32014,32800,1394,4
32598,19064,775,2
2224,20510,2044,2
30055,29755,1752,4
24912,39873,4579,3
23743,18917,3650,2
38730,30102,2098,2
14938,30785,531,1
16667,22748,1101,4
16669,2645,4990,3
17031,19492,2654,3
5229,9022,4817,2
4880,32493,2185,2
21722,891,4665,4
3386,12242,1328,4
32972,11908,2565,3
39842,24782,2638,3
23555,3349,3058,1
33470,32991,408,4
37564,45341,2772,3
11438,48223,2723,2
22681,6077,154,4
15326,9070,4621,2
7838,24470,1574,3
37702,11728,2386,1
35565,18226,3317,4
27820,29915,2642,1
30889,31933,2370,2
18946,43927,4334,2
7734,36516,856,2
32757,13505,4081,4
25357,20947,2737,3
18324,41754,4576,1
11604,44022,3290,2
19715,37743,4905,2
1367,44521,1904,3
5644,36233,2172,3
15043,32803,2125,2
32369,19663,4234,2
22176,10802,2882,3
25663,5596,1050,3
22155,35165,4131,2
19617,33854,3896,4
20035,2250,4105,4
38731,38172,4696,3
36130,5152,2634,2
36891,32007,814,4
21785,3247,700,3
9124,46832,1967,4
11610,28198,3469,1
5717,14420,4899,1
2793,16364,4581,4
22632,2753,2987,4
29449,48308,968,3
22111,2093,412,2
30072,26491,3712,3
9788,19073,2974,1
31974,2142,567,4
37386,36103,3541,4
31323,19390,2514,3
35109,3693,503,2
7852,37610,901,2
7565,46532,3795,4
17229,28239,2128,1
3831,13408,135,4
21029,36496,3380,3
5614,23910,3781,2
39298,4969,2690,2
4462,7179,4474,2
34687,9580,2292,1
29328,2944,3440,3
31635,39672,2351,1
16904,35940,1617,4
23924,3629,4765,3
15231,12714,2761,4
17720,34371,2057,2
39565,41190,2864,4
31848,8551,1116,2
27227,41790,4510,1
39350,20637,3624,4
19060,21435,4178,3
25831,39803,3186,2
39430,27250,4730,3
33210,25592,363,1
3115,28012,3102,1
14655,48885,4305,2
474,31502,3950,3
10019,40617,3817,3
8070,48367,3595,2
35285,6949,2242,3
7137,21701,4678,4
30348,19776,1123,2
20115,29096,2819,2
19831,19757,4670,1
36711,45407,4537,4
23709,13995,1192,3
20242,24485,2061,3
28973,19550,1596,3
30739,25186,860,2
36333,23132,3716,1
15043,4384,3312,2
12038,45983,2093,2
4914,31906,174,4
36493,40901,3104,4
24804,9162,1229,2
50,12053,4498,1
34218,42811,4032,2
38293,30369,4227,3
23352,45513,2811,1
13099,28343,2999,4
17287,35994,109,1
10370,34413,278,2
37817,792,1614,2
13342,36560,2139,1
1356,36570,4945,4
19964,16357,4984,2
19497,38883,591,3
28135,19433,4759,4
37595,723,4769,3
35011,7410,4055,1
10343,38243,1603,1
16036,39631,368,3
10837,20657,3418,2
24834,42311,4579,4
33408,14497,3588,1
13596,4196,3417,2
8009,23629,1074,2
2636,44415,126,1
25416,47470,2506,3
2143,46641,4717,4
21536,17607,315,3
30968,4697,2204,3
314,40963,4131,1
12077,42238,1095,2
7773,17769,3174,2
6007,5799,3845,2
25537,17632,3146,1
27209,20232,4434,1
7485,26515,1157,3
30222,44314,1212,4
20427,46900,3463,4
29837,2067,4905,3
6619,16958,3508,4
11661,29204,4830,2
12361,15368,2164,2
14698,1154,818,3
27034,30084,4528,4
22573,386,1605,1
21272,20862,3023,1
2284,24121,3356,2
8255,28511,1105,3
2124,34624,1647,1
11657,15076,2128,3
8095,9103,3551,2
9369,25249,4422,2
22074,17857,663,3
33087,12685,1695,3
30971,42757,3213,3
26617,46255,4925,3
38350,49073,4939,3
8007,48316,3665,2
13382,43976,695,2
36054,21820,471,2
10981,48676,2882,2
35574,33470,1556,2
31174,22863,448,1
27271,47456,3621,4
16161,43982,499,2
20080,43882,1797,4
13078,25808,192,1
36908,28599,570,1
26117,9712,4397,3
1340,3772,4432,2
1423,8945,373,3
28825,15735,4355,2
31579,23268,2185,4
22935,30005,3636,1
30866,46471,2708,4
20314,19042,1257,4
35057,17638,1398,3
33095,10449,4372,4
22313,20674,610,2
21113,10899,4259,3
39460,6109,412,4
29751,11258,2938,2
3371,37255,402,4
18381,20337,1311,1
25109,40305,4433,1
6928,37050,2711,3
26223,5461,3647,3
33267,37758,1889,3
34779,26968,2621,3
35160,21012,491,2
6481,5558,1752,3
2535,5099,4938,4
36695,14300,1338,1
18513,5288,3526,2
25629,12992,4710,1
27152,4116,3983,1
30057,14871,3630,4
14002,23414,1864,4
3929,5181,4945,2
35597,18574,1160,3
16172,11099,4039,2
3625,13178,781,3
39103,35542,1379,4
37818,13456,3083,4
2204,16294,3330,2
38206,23265,1027,2
38263,31606,1615,4
22911,1695,3517,1
28794,37497,123,3
22362,20568,826,4
27050,40091,2792,4
13286,2391,534,4
8088,25331,465,2
1231,1393,1517,2
34849,816,2027,2
28292,15262,2635,4
4577,10429,2669,3
9492,11543,2367,2
18299,31838,4430,4
30372,17590,879,2
27012,20455,3064,2
3844,18316,3827,3
27126,1654,1542,1
7325,38827,987,1
30611,4097,1317,4
2186,17733,415,1
20749,47184,4457,3
31096,37903,3142,2
14764,30308,1369,2
30663,20890,2460,3
16982,225,1837,3
16083,23540,2837,4
31729,42036,455,4
18649,5752,2711,2
4308,397,4244,4
15718,20881,3534,1
10667,46618,3424,1
20713,11139,1271,4
39616,49313,3479,3
33051,11674,291,4
4511,38487,758,4
7076,3208,2989,4
6630,35086,4562,2
38035,15367,2115,4
5091,33483,1022,4
12159,38311,4443,1
31329,47587,4114,4
18959,9012,2232,1
25341,8408,3432,4
25381,18782,2967,1
22871,24001,1682,3
30024,37066,819,4
3087,5736,4740,4
15676,14933,3344,2
3366,39969,2306,3
33923,47555,2752,4
5747,41125,1442,3
24677,33148,1526,3
30637,28467,1079,3
4708,9484,3266,4
30621,31140,3929,1
33115,18461,4980,1
28914,7614,1804,4
11412,4519,3562,4
11874,11854,4078,1
1137,16305,4091,4
36273,47278,463,4
5857,2910,907,2
5019,28111,3962,3
8090,31371,2147,2
11732,20456,4615,3
30266,24740,4515,1
18775,964,1693,1
35004,28215,1865,2
25646,20291,1352,2
21612,10765,509,4
34950,32432,2654,3
19781,16614,2473,2
10298,24849,582,2
5853,3694,1356,4
24101,6033,4870,3
24267,16225,3239,3
25843,13521,2290,3
8402,29543,3596,1
39581,13397,3485,1
7019,12495,1481,1
414,27551,4834,1
32871,39515,1118,3
15299,32455,1962,1
4509,23378,442,4
33178,13190,3924,2
8913,17813,631,4
29406,38564,3168,3
4499,10610,1436,2
26683,46391,4528,1
29326,12594,2508,4
31165,30317,1540,2
17109,23621,3613,2
22997,24372,1006,4
11002,30387,1554,3
37057,42570,4881,2
10872,45238,4235,2
38377,17359,4916,1
11320,623,1983,4
4280,30238,4318,1
13462,8289,1239,1
19211,14735,3196,2
11415,46310,2011,3
1922,36217,4864,3
5261,29334,133,3
930,8005,3907,4
34963,48029,4249,4
7911,47665,331,3
12645,38580,4022,2
2903,18931,2791,3
8099,35424,2954,2
39193,48312,4075,3
38343,8289,3600,1
28859,20368,604,4
26172,30278,3431,4
31992,19120,2252,3
26263,21153,4397,1
20629,18138,4028,1
12294,47390,429,2
4928,49119,3707,3
1256,46147,3290,2
29083,44101,4080,2
22804,22769,4553,2
22166,9161,2484,2
19810,1513,195,2
35626,684,1244,2
19308,17928,3802,2
23782,5845,4925,3
31644,14318,2840,4
25013,31953,4896,3
19821,18633,4752,3
1779,5492,1529,2
3844,45353,3721,2
13911,47047,4194,4
28046,46913,3519,2
29656,29108,4876,1
2598,6030,76,2
4762,13093,966,4
19971,29147,2708,1
32862,32300,3503,3
13242,22545,3362,4
20404,2029,3308,4
10402,40210,741,3
29227,6921,1532,1
10086,10936,770,4
30393,25231,4931,3
18705,49386,3087,1
28112,12683,2992,1
13006,10921,1930,2
6897,26293,4500,1
7943,14654,2855,3
18481,34682,321,1
1982,33722,2132,2
28281,7949,4116,4
8666,33739,2282,4
13254,29027,813,3
20240,45771,4316,1
2196,6916,4475,4
13018,40843,4464,4
31516,20540,4414,4
13022,12569,3350,2
4796,6421,4482,1
8161,34851,4740,4
25141,34621,3051,3
16959,23019,1211,2
33654,42320,2206,4
9460,17647,3741,4
39223,26403,2000,4
20986,8191,2139,4
15526,6641,2879,4
23274,6020,1654,2
20254,34336,780,4
1516,30388,3754,3
29731,13636,4345,4
25045,32345,1687,4
37081,49120,2638,3
37290,42068,1866,4
26831,2510,1727,3
8824,47299,1795,4
18375,40404,3180,1
34532,21742,4996,3
27028,19779,2378,3
8545,6929,2932,3
2936,25168,3844,2
7870,18968,710,4
14612,28388,1359,4
6217,28753,4185,3
19650,16424,4957,4
32667,3430,1008,2
11824,13311,1504,1
38784,2849,1089,4
27680,3426,1853,3
6471,21516,3113,1
34028,47764,223,1
29729,45704,1636,1
31785,28789,4996,4
15175,3745,4292,3
17207,14804,1867,2
35488,325,143,2
35282,6137,1211,4
23402,45529,2031,1
32413,29453,3924,3
15969,46129,485,4
33090,10885,2267,4
37001,33566,3694,3
37113,49706,3202,4
10079,146,1331,4
14338,7859,551,2
17949,28449,124,1
22047,36466,2384,4
27421,6993,2988,2
12518,23605,1964,2
38701,23880,1025,3
948,24022,1391,3
31163,20714,4510,3
30122,7581,3149,1
16634,23262,166,1
9911,49718,4890,3
25626,34390,1217,4
37259,29699,4061,3
17165,17836,2680,1
3899,1884,379,3
12098,48765,189,1
10198,48763,1054,2
17449,34240,2731,3
20093,7216,1885,2
33156,10237,3458,3
5222,43114,4938,3
1829,2165,3,4
4514,3128,2368,2
29643,31166,3352,1
36109,5204,3278,1
13034,25789,889,3
36735,41244,1129,4
33489,2096,1592,3
11454,31499,2689,4
3166,893,2967,4
33270,21665,4951,2
6837,43545,3318,1
12242,20037,2456,4
16368,36799,4595,2
21032,13966,2160,3
36377,1813,3356,1
5884,29576,4982,3
12446,6214,18,1
25746,44493,4498,4
29670,35582,3103,1
37786,13989,1009,4
11205,40131,2384,1
4779,21490,2908,4
9747,18451,1077,4
4523,45201,261,3
11503,27765,4232,1
20771,2610,2515,4
4032,39675,2326,3
10821,26941,3936,3
15302,14150,160,2
16380,29292,2527,1
37448,36350,1549,4
6050,29366,2119,2
4097,18236,860,1
30361,8785,662,2
36696,31468,980,4
25290,3618,4531,3
30592,33921,1731,3
39436,4460,4541,2
6302,36911,251,2
15754,48522,4616,4
14576,33915,4962,4
37309,41736,2962,4
291,25785,3513,3
24309,36028,1650,4
39264,48914,4578,3
29912,6206,4844,3
30570,5043,874,4
15918,42689,3321,3
17111,34809,3926,3
34686,17755,1220,2
14074,20864,3830,4
31823,44461,2015,2
7957,27568,924,2
33829,3290,2321,4
27399,3852,1546,4
22571,40727,3034,4
36647,12345,1911,3
22098,4206,4190,2
18678,22783,1235,1
37102,8404,3737,2
28017,6928,939,2
20599,32236,2818,1
8331,23955,3937,3
37382,36373,157,2
34169,4767,3983,4
23533,45925,3970,2
12340,23921,4448,3
22316,47358,3760,3
948,15857,2561,1
24539,10779,3006,2
2392,20673,1308,1
22178,47857,2136,4
32665,17239,481,1
32503,20120,2824,3
400,16588,2388,3
39311,27208,396,3
12855,13297,3158,2
32530,43734,116,3
22321,36624,4189,2
17817,23282,4911,2
15490,39502,3557,1
5015,14536,3416,1
19719,32081,4717,1
12950,14859,4007,4
6947,16508,500,2
16640,12579,2618,3
16833,15661,2654,1
22835,680,2566,4
22228,65,1115,2
39959,39882,1065,3
10728,16518,2885,1
39739,34162,2524,4
20655,44387,1650,4
4500,2759,165,3
605,37703,2396,3
32179,30392,1862,2
19496,25009,4184,1
18702,4415,887,3
12620,24183,3002,4
13469,35038,1906,4
3209,2403,1638,1
17136,44349,3947,1
15834,21397,2167,3
35825,14046,4904,4
6746,38085,3386,1
12410,13978,2098,3
39239,36299,3286,1
10257,10070,440,2
24646,762,348,4
37136,1067,2448,2
18582,31868,4154,3
36275,4270,4022,2
20453,31702,1746,2
627,44427,1129,2
17094,35292,1611,2
13330,10011,3393,1
25024,34344,4914,2
28033,49806,4175,4
20801,39178,3889,2
9182,30480,1515,4
3412,40372,2210,4
19324,11367,4239,3
27161,11044,3466,1
15702,48208,805,3
39092,43598,702,2
24473,31834,3926,2
10813,7975,479,2
21469,40369,1705,3
16051,34533,1828,3
2223,10358,95,4
14905,32124,2439,1
12334,5251,1504,4
9103,42005,3529,4
24441,35189,1436,2
34083,34727,561,2
14912,7199,1526,1
5657,31967,3013,4
12212,46527,4933,3
3000,39986,1276,1
17789,48037,3504,4
1880,14462,3716,3
34360,37861,2308,1
8819,9140,1224,2
31064,24184,901,1
26779,13065,763,1
33382,32913,1343,1
31496,8653,3879,2
11406,9365,501,3
8951,43307,816,2
19344,1728,3653,4
32818,26612,4381,2
39132,8998,4779,4
33960,14896,4290,2
35121,39358,2132,4
29577,44383,3181,1
22481,6848,3788,1
8129,29605,467,3
1187,16448,565,3
4655,1601,2318,2
2561,10624,702,3
6090,16712,865,4
39254,5575,2662,1
27600,11569,195,4
812,18902,1539,2
4443,295,771,4
13229,13411,39,2
17,31880,894,4
22689,23763,4089,2
10328,2951,1496,2
11441,12729,3727,4
29660,771,4222,2
25893,28976,1302,4
7669,25762,1714,4
20922,23297,3654,2
21925,34848,2002,4
37182,7910,800,4
15456,47796,765,4
3677,46337,2765,3
27871,46511,2979,2
33062,21097,2990,2
14409,49514,3174,2
8500,38177,639,2
28318,30658,1766,1
27072,8788,2080,4
11129,35229,4258,1
2781,21548,2315,3
29384,1498,601,3
30616,392,2192,4
7751,26071,4628,3
17301,2974,1190,2
3667,12454,369,2
20503,4982,1794,3
30851,17066,3194,1
39067,16201,3994,1
23014,17829,3191,2
18251,21979,764,4
369,7288,179,4
14985,5355,4214,3
33042,42464,4813,3
2844,3035,4087,4
33771,673,2921,4
1977,45999,2915,3
39601,24742,2983,2
9732,26566,3516,2
17901,30200,2412,4
644,30119,1630,3
5061,47212,2108,3
32872,12086,3822,1
31197,17895,3875,3
14390,19884,1898,1
36963,14457,2831,3
27115,26403,242,4
37680,12861,667,1
8374,32238,1260,3
30908,49197,14,2
29072,22841,282,1
1125,38327,2040,2
15999,7704,2689,3
16026,19177,4719,2
19516,45947,3524,4
16014,46344,2891,2
38919,35068,310,2
19299,2267,1857,2
3864,18337,1870,4
25688,48208,2713,3
35992,31071,1564,2
23933,29155,4489,4
7239,33063,14,4
39227,11185,4426,1
33590,34733,3302,2
24523,15238,1102,4
23933,6692,2158,1
7849,17181,452,2
33730,27802,1443,3
37352,49269,2874,3
4558,8815,4288,3
22991,41678,3725,2
14072,2881,4440,4
28309,39259,277,3
25988,4888,1031,3
1777,1621,3592,2
25444,47282,4268,4
18748,41476,1471,3
37730,326,1548,2
16433,15546,3791,1
13332,23985,4213,2
31414,37501,3561,2
16997,7677,3133,2
342,25151,3914,2
29669,43689,1938,1
1292,15837,4154,2
5578,31442,4020,3
33566,18999,2534,1
23330,41013,1084,4
25562,5639,4757,4
19196,23915,3771,2
27311,47365,4062,3
14102,19697,1807,3
23415,24025,4846,4
21080,30251,3874,4
23866,42293,1760,1
22992,11316,2366,2
32416,25623,3248,3
28221,43928,2265,3
12783,16263,2454,2
11850,24825,3392,4
10739,37666,2603,1
27825,37512,924,3
13152,29322,743,1
5484,15737,3949,4
3439,28940,465,1
5140,667,1575,2
15919,40024,333,2
17768,5299,3514,2
36015,15070,237,2
30367,29352,767,2
11615,11198,3671,1
33298,37949,1324,2
3835,15404,4554,2
32802,20443,1335,2
19,9413,3026,1
15074,16183,4455,1
38342,22750,409,2
7358,40269,2809,1
667,26310,2652,3
21741,41611,3595,4
39134,6318,864,3
14183,2819,1209,1
19727,4616,4202,1
931,30053,1781,1
22837,25581,1456,1
5917,40622,1418,3
22972,9893,3637,2
21861,42773,865,2
28270,17574,134,4
11230,25320,3561,3
36964,9720,1946,2
6882,9265,720,3
1371,10571,988,4
34516,33644,2301,4
4613,29527,151,1
15840,46475,1975,2
23384,14654,3639,4
15584,763,3290,1
27599,26599,3096,1
15847,12755,4104,2
37604,2060,2227,2
8025,17877,2787,2
