user_id,edad,sesiones_30d,categoria_frecuente,gasto_historico,tiempo_promedio_sesion,descuento_usado,productos_vistos,abandono_carrito,compra
31326,49,6,hogar,280.56,47.27,4,26,0,0
31327,24,5,belleza,17.73,505.61,1,11,1,0
31328,53,5,juguetes,3.21,346.66,2,25,1,0
31329,42,8,moda,135.04,276.35,0,20,0,0
31330,37,4,belleza,29.64,570.11,2,10,0,0
31331,34,5,hogar,177.4,339.06,2,17,0,0
31332,53,3,juguetes,53.54,324.08,3,15,0,0
31333,43,5,moda,80.24,534.25,0,19,1,0
31334,36,2,hogar,436.75,533.79,2,23,0,0
31335,54,2,hogar,446.1,660.08,3,24,1,0
31336,65,8,belleza,39.17,35.12,0,19,0,0
31337,20,8,hogar,151.51,144.91,3,21,1,0
31338,60,5,juguetes,96.31,324.4,1,21,0,0
31339,45,7,electronica,172.79,761.89,3,21,1,0
31340,39,1,belleza,17.01,198.9,2,25,0,0
31341,64,6,electronica,5.91,621.31,2,13,0,0
31342,36,4,belleza,128.55,428.79,4,18,1,0
31343,63,11,hogar,162.51,693.44,1,17,1,0
31344,33,5,juguetes,84.82,541.06,1,22,0,0
31345,23,7,electronica,415.79,118.5,1,18,1,0
31346,54,3,electronica,65.87,507.2,4,19,1,1
31347,48,7,hogar,537.6,125.49,3,28,0,0
31348,66,5,moda,166.81,485.78,1,18,0,0
31349,65,4,electronica,105.77,580.88,3,17,0,0
31350,51,5,moda,134.4,487.4,0,19,1,0
31351,48,9,belleza,136.27,773.95,2,25,0,1
31352,28,1,moda,66.76,392.27,1,22,1,0
31353,53,4,belleza,315.59,535.54,0,17,0,0
31354,23,2,juguetes,288.24,182.48,3,16,1,0
31355,44,7,belleza,5.26,719.05,1,18,1,0
31356,24,6,belleza,443.75,166.41,4,18,1,0
31357,66,5,electronica,88.62,524.93,4,24,1,0
31358,49,7,moda,476.3,581.28,3,23,1,0
31359,25,2,electronica,292.31,587.6,4,18,0,0
31360,50,4,juguetes,275.21,272.34,4,13,1,0
31361,64,5,hogar,422.56,647.06,3,15,1,0
31362,69,7,moda,127.33,166.92,2,29,0,0
31363,61,5,electronica,233.19,234.06,0,18,1,0
31364,32,5,electronica,303.99,535.45,1,20,1,0
31365,44,6,juguetes,68.85,123.57,1,19,1,0
31366,47,5,electronica,68.08,345.71,0,26,1,0
31367,39,5,moda,58.27,148.98,1,18,1,0
31368,64,6,electronica,152.76,770.77,2,23,0,0
31369,46,4,juguetes,421.71,686.51,1,17,0,0
31370,58,5,electronica,590.49,711.34,3,15,0,0
31371,65,3,electronica,23.99,307.43,2,16,1,0
31372,47,5,electronica,50.69,520.52,3,26,0,0
31373,19,6,moda,167.7,215.14,3,27,1,0
31374,32,9,electronica,139.31,787.45,2,14,0,0
31375,64,2,moda,166.79,646.82,1,24,1,0
31376,44,5,hogar,16.28,392.21,4,18,0,0
31377,24,7,moda,96.38,356.55,0,23,1,0
31378,44,6,electronica,223.98,173.53,2,19,1,0
31379,38,5,hogar,237.36,297.89,3,18,1,0
31380,30,7,electronica,33.24,797.04,3,23,0,0
31381,34,2,hogar,268.89,532.02,4,19,0,0
31382,28,4,electronica,88.56,545.71,2,13,1,0
31383,27,6,hogar,211.27,132.25,4,21,0,0
31384,50,1,hogar,236.56,623.19,4,13,1,0
31385,31,5,belleza,282.99,425.55,0,13,1,1
31386,54,6,juguetes,172.46,719.71,2,18,0,0
31387,25,10,electronica,567.32,319.07,2,22,1,0
31388,50,4,moda,178.66,183.65,2,17,1,1
31389,24,6,juguetes,27.34,792.5,3,19,0,0
31390,51,6,juguetes,78.22,483.99,3,29,0,0
31391,24,7,electronica,16.24,457.75,1,22,0,0
31392,24,16,electronica,10.77,681.24,2,25,1,0
31393,58,5,electronica,140.08,174.07,2,28,0,0
31394,53,7,moda,183.73,259.8,2,26,1,0
31395,24,3,moda,96.35,150.59,3,19,0,0
31396,37,9,moda,126.11,520.11,3,18,1,0
31397,35,5,hogar,254.39,262.02,0,18,1,0
31398,62,6,belleza,146.68,543.99,3,22,0,0
31399,60,8,electronica,147.96,389.88,4,23,0,0
31400,58,5,electronica,71.48,668.32,4,19,0,0
31401,31,11,hogar,386.97,399.51,2,17,1,0
31402,57,4,electronica,63.9,544.87,1,19,1,0
31403,31,2,juguetes,394.04,484.73,4,24,0,0
31404,38,0,juguetes,182.11,276.18,2,25,1,0
31405,66,2,belleza,0.64,629.08,2,17,0,0
31406,44,4,belleza,53.06,780.58,0,17,1,0
31407,63,4,moda,143.47,234.07,1,15,1,0
31408,43,1,electronica,114.78,663.79,4,21,0,0
31409,44,7,juguetes,13.84,324.33,2,22,0,0
31410,41,0,juguetes,196.76,422.66,3,26,1,1
31411,22,3,moda,666.85,353.07,0,20,1,0
31412,59,7,hogar,189.94,793.94,2,20,1,0
31413,55,7,electronica,504.52,639.73,2,28,0,0
31414,45,7,hogar,293.86,442.57,1,16,0,1
31415,59,8,juguetes,197.61,207.33,3,26,0,0
31416,60,5,belleza,36.79,119.56,4,33,1,0
31417,49,5,moda,273.79,767.87,3,23,1,0
31418,41,9,electronica,91.33,40.69,4,18,0,0
31419,23,3,electronica,68.82,175.76,1,23,0,0
31420,27,5,hogar,426.2,112.53,2,27,1,0
31421,63,6,hogar,91.1,595.63,2,16,1,0
31422,69,3,moda,236.5,285.49,2,17,0,0
31423,20,4,electronica,460.08,551.32,1,12,0,0
31424,24,3,electronica,5.57,401.98,4,22,1,0
31425,46,3,electronica,104.48,220.96,0,19,1,0
31426,51,6,juguetes,141.06,799.54,2,24,0,0
31427,24,5,moda,256.86,159.09,1,25,0,0
31428,34,10,belleza,19.14,53.72,0,23,1,0
31429,30,5,belleza,925.0,271.73,1,23,1,0
31430,38,7,juguetes,58.15,63.91,1,19,1,0
31431,48,4,moda,222.95,409.83,0,29,1,0
31432,26,4,belleza,82.79,195.3,1,23,1,0
31433,62,3,electronica,267.37,782.32,4,18,0,0
31434,64,4,belleza,95.1,170.13,4,24,0,0
31435,30,4,hogar,174.14,483.68,1,20,0,0
31436,34,3,electronica,202.58,708.75,2,18,0,0
31437,25,6,hogar,36.46,702.57,1,18,0,0
31438,26,14,moda,98.64,308.66,4,20,0,0
31439,26,6,belleza,89.89,675.34,0,20,0,0
31440,57,5,belleza,9.85,500.16,2,21,1,0
31441,65,4,belleza,31.7,143.75,3,16,0,0
31442,69,7,moda,3.56,191.0,2,21,1,0
31443,47,4,belleza,251.1,359.74,1,19,1,0
31444,24,3,moda,350.77,82.99,1,11,0,0
31445,34,5,belleza,266.59,203.04,2,22,1,0
31446,56,3,juguetes,316.13,775.6,4,22,0,0
31447,55,4,hogar,6.39,240.27,4,20,1,0
31448,22,7,moda,356.98,280.24,1,18,0,0
31449,34,4,moda,124.92,584.58,0,20,1,0
31450,57,4,moda,24.03,123.37,1,20,1,0
31451,18,5,juguetes,271.92,631.16,3,13,1,0
31452,33,5,moda,921.76,769.97,3,22,1,0
31453,34,4,electronica,7.09,658.23,0,25,1,0
31454,47,10,electronica,134.74,643.89,2,19,1,0
31455,48,4,juguetes,61.93,212.64,3,22,0,0
31456,52,3,moda,1.81,324.62,3,15,0,0
31457,62,5,electronica,35.92,565.03,1,25,0,0
31458,25,4,electronica,448.32,93.93,1,22,1,0
31459,65,5,belleza,719.1,178.7,1,23,0,0
31460,47,10,juguetes,4.96,259.51,0,27,0,0
31461,56,4,juguetes,132.0,746.48,4,16,1,0
31462,38,3,juguetes,74.14,412.2,4,26,1,0
31463,32,5,belleza,671.58,536.52,4,19,0,0
31464,51,2,hogar,104.9,777.04,2,17,0,0
31465,44,7,moda,307.03,227.9,3,19,1,0
31466,19,5,belleza,799.84,129.98,1,26,1,0
31467,27,6,electronica,30.08,194.72,2,29,0,0
31468,22,3,moda,43.75,702.14,2,16,1,0
31469,44,2,moda,176.57,685.82,3,26,1,0
31470,21,10,moda,250.06,219.85,2,23,0,0
31471,64,2,belleza,1.76,45.96,2,16,0,0
31472,30,5,moda,480.97,752.24,1,19,1,1
31473,34,9,belleza,432.47,296.1,4,22,0,0
31474,38,7,electronica,14.86,239.27,1,21,0,0
31475,40,7,moda,161.7,514.24,3,17,0,0
31476,50,6,juguetes,113.91,195.4,2,20,1,0
31477,67,4,belleza,139.21,35.78,1,16,0,0
31478,32,7,moda,420.07,168.22,1,7,1,0
31479,31,6,moda,497.15,382.4,0,22,1,0
31480,26,4,juguetes,8.31,399.07,0,15,1,0
31481,61,3,hogar,263.57,103.11,1,24,0,0
31482,54,4,hogar,92.81,788.0,0,19,0,1
31483,47,5,moda,248.04,33.65,2,19,0,0
31484,46,6,moda,137.3,672.6,0,19,1,0
31485,40,4,juguetes,35.39,272.22,2,12,0,0
31486,51,2,electronica,495.68,57.14,2,25,1,0
31487,24,5,juguetes,57.25,290.71,1,19,0,0
31488,26,7,moda,149.27,711.01,2,19,1,0
31489,67,5,moda,46.5,634.58,1,22,0,0
31490,21,7,electronica,18.56,69.47,4,23,1,0
31491,19,3,electronica,160.45,272.37,1,10,0,0
31492,44,2,electronica,1.95,356.51,3,21,0,0
31493,50,5,moda,165.56,148.75,1,22,0,0
31494,49,6,electronica,1441.96,110.71,3,24,0,0
31495,61,4,juguetes,72.08,567.48,3,17,0,0
31496,62,5,belleza,796.96,740.44,2,20,1,0
31497,63,6,juguetes,47.84,456.29,2,18,0,0
31498,54,5,electronica,55.01,421.45,2,21,0,0
31499,44,4,hogar,65.86,96.58,1,28,1,0
31500,45,6,juguetes,42.11,88.66,0,18,1,0
31501,20,3,electronica,191.97,775.0,2,20,0,0
31502,53,6,electronica,372.34,71.53,2,25,0,0
31503,66,7,electronica,71.41,262.18,4,17,1,0
31504,68,9,electronica,421.61,289.7,4,23,1,0
31505,60,0,juguetes,36.51,176.01,3,16,0,0
31506,25,4,hogar,48.02,498.11,4,19,0,0
31507,61,1,electronica,34.98,126.24,3,12,0,0
31508,67,5,belleza,491.41,210.71,2,25,0,1
31509,67,4,juguetes,411.19,747.21,4,29,1,1
31510,58,2,electronica,570.12,599.63,3,16,0,0
31511,54,2,belleza,164.06,81.51,2,16,0,0
31512,66,9,moda,223.93,681.97,1,24,0,0
31513,62,5,juguetes,151.68,195.63,3,29,0,0
31514,55,5,hogar,80.44,409.26,1,12,1,1
31515,39,8,electronica,2.25,548.35,3,15,1,0
31516,31,9,juguetes,12.6,523.09,4,21,0,0
31517,32,2,juguetes,165.77,121.3,1,26,1,0
31518,63,6,belleza,149.16,629.55,0,16,0,0
31519,21,4,belleza,49.59,157.69,2,13,0,0
31520,35,2,juguetes,21.22,513.37,2,20,0,0
31521,18,2,hogar,250.79,347.63,4,15,1,0
31522,29,5,juguetes,489.42,608.04,1,25,1,0
31523,58,6,hogar,9.16,587.23,1,25,0,0
31524,59,5,hogar,281.5,690.81,0,20,1,0
31525,67,3,juguetes,13.89,722.9,1,18,0,0
31526,34,4,electronica,201.34,233.7,3,17,0,0
31527,36,6,moda,268.08,675.7,3,19,0,0
31528,53,3,hogar,328.95,357.23,1,17,1,1
31529,65,8,moda,464.67,150.32,2,23,1,0
31530,24,5,juguetes,254.84,404.49,4,20,0,0
31531,26,2,juguetes,300.17,274.07,1,17,1,0
31532,25,7,hogar,30.27,311.75,1,32,1,0
31533,42,8,juguetes,207.35,489.57,2,12,1,0
31534,24,4,belleza,29.06,719.68,4,12,0,0
31535,59,5,moda,13.51,446.43,4,25,1,0
31536,25,2,hogar,77.11,416.14,1,27,1,0
31537,41,2,hogar,497.63,460.31,3,23,0,0
31538,34,5,electronica,34.16,421.96,0,29,1,0
31539,29,3,moda,73.07,725.32,1,19,0,0
31540,63,6,electronica,7.13,202.36,2,21,1,0
31541,48,6,electronica,106.07,751.72,4,20,1,0
31542,29,6,electronica,246.35,422.76,3,33,1,0
31543,19,1,belleza,99.39,365.2,1,14,1,0
31544,29,8,electronica,17.92,379.41,2,23,1,0
31545,44,4,moda,101.07,694.54,4,17,1,0
31546,63,5,juguetes,108.42,354.78,1,14,0,0
31547,24,5,juguetes,151.99,758.61,1,14,0,0
31548,30,6,belleza,131.53,151.67,0,16,0,0
31549,53,4,electronica,398.79,221.64,1,18,0,0
31550,18,5,moda,938.74,157.77,1,23,1,0
31551,66,7,hogar,53.31,447.13,3,11,0,1
31552,52,7,belleza,446.83,147.46,1,21,1,0
31553,47,2,electronica,61.56,654.52,3,22,0,1
31554,48,2,hogar,104.71,795.15,0,19,0,0
31555,34,4,juguetes,20.96,747.69,1,26,1,0
31556,25,8,moda,66.35,285.81,4,18,0,0
31557,20,1,juguetes,210.78,192.87,1,15,0,0
31558,27,3,juguetes,34.63,444.28,4,14,0,0
31559,51,5,belleza,12.69,779.83,1,24,1,0
31560,39,2,moda,341.45,758.74,1,19,1,0
31561,21,10,juguetes,173.44,394.65,2,15,1,0
31562,49,3,hogar,11.62,490.0,1,22,1,0
31563,46,5,electronica,186.08,451.39,0,19,0,0
31564,63,5,belleza,130.74,691.84,1,16,1,0
31565,28,2,moda,55.77,255.7,4,29,1,0
31566,63,4,belleza,402.98,584.71,4,15,0,0
31567,30,3,juguetes,62.12,109.88,0,22,1,0
31568,21,3,electronica,29.74,667.94,2,21,0,0
31569,19,6,juguetes,749.29,326.92,1,20,1,0
31570,51,4,moda,341.49,362.43,1,16,1,0
31571,60,4,electronica,226.84,579.04,0,17,1,0
31572,39,3,electronica,301.83,79.48,2,18,0,0
31573,22,3,electronica,51.97,128.7,2,21,1,0
31574,26,4,moda,1054.13,372.18,0,23,1,0
31575,37,4,belleza,13.84,488.32,1,26,0,0
31576,38,3,moda,49.77,343.76,1,19,0,0
31577,34,5,hogar,862.48,405.85,1,12,0,0
31578,29,3,juguetes,198.31,245.37,2,22,0,0
31579,45,3,hogar,464.24,570.96,1,20,0,0
31580,35,9,belleza,117.57,594.58,2,18,0,0
31581,20,2,juguetes,35.88,30.87,2,26,1,0
31582,22,4,moda,28.43,414.34,2,27,1,0
31583,69,9,juguetes,104.18,260.16,3,22,0,0
31584,31,4,belleza,52.38,301.18,1,19,0,0
31585,65,4,electronica,470.8,503.05,3,16,1,0
31586,43,1,moda,105.12,279.34,4,22,1,0
31587,36,8,hogar,14.42,176.28,3,17,0,0
31588,58,2,hogar,25.19,677.75,2,30,1,0
31589,34,8,juguetes,367.7,720.19,3,20,1,0
31590,56,5,electronica,10.36,418.24,0,23,1,0
31591,59,7,hogar,82.15,472.8,0,13,1,0
31592,21,9,belleza,272.15,673.03,0,22,1,0
31593,59,5,belleza,472.94,622.52,1,20,0,0
31594,52,4,moda,99.06,460.55,2,20,0,0
31595,41,6,belleza,345.14,701.74,2,20,0,0
31596,58,3,electronica,31.56,719.76,1,21,0,0
31597,30,6,belleza,69.85,444.87,1,21,0,0
31598,50,5,belleza,154.08,562.17,0,18,1,0
31599,32,4,moda,187.63,237.12,4,17,1,0
31600,32,3,moda,14.41,439.03,0,14,0,0
31601,48,8,hogar,1.9,198.51,1,25,1,0
31602,60,5,moda,149.66,794.42,4,23,1,0
31603,45,8,electronica,22.82,155.99,1,10,1,0
31604,27,5,moda,56.56,165.78,1,17,0,0
31605,24,4,electronica,163.03,519.91,4,8,0,0
31606,50,6,hogar,267.88,424.12,4,17,0,0
31607,24,5,juguetes,78.54,650.81,4,25,0,0
31608,22,4,juguetes,79.05,210.57,0,20,0,0
31609,43,4,belleza,129.27,786.19,1,16,0,0
31610,33,2,moda,6.49,362.22,2,19,1,0
31611,25,1,belleza,189.53,469.75,4,21,1,0
31612,39,2,electronica,31.68,336.22,4,19,1,0
31613,51,4,juguetes,278.83,222.54,2,14,0,0
31614,57,10,juguetes,42.99,387.11,4,23,0,0
31615,45,2,juguetes,230.5,622.86,4,19,0,0
31616,63,6,juguetes,257.82,271.06,2,21,1,0
31617,53,1,belleza,224.63,370.66,3,20,0,0
31618,64,4,juguetes,200.49,267.74,2,18,0,0
31619,24,4,juguetes,113.0,58.49,2,24,1,0
31620,69,6,hogar,288.92,353.45,3,17,1,0
31621,57,3,juguetes,50.11,395.0,1,17,0,0
31622,60,6,moda,216.43,284.66,4,26,1,0
31623,45,8,hogar,47.76,452.22,1,31,0,0
31624,19,8,moda,134.78,704.18,3,15,1,0
31625,26,3,moda,177.5,239.19,4,15,1,0
31626,23,4,hogar,46.59,324.04,2,14,0,0
31627,18,4,electronica,104.49,712.0,0,14,1,0
31628,20,5,moda,177.93,313.74,3,24,0,0
31629,27,5,juguetes,17.48,639.23,2,24,1,0
31630,54,4,moda,116.3,555.19,1,27,0,0
31631,61,3,moda,118.46,522.31,1,16,1,0
31632,40,2,moda,218.6,209.6,0,17,0,1
31633,50,4,juguetes,78.26,389.65,2,19,1,0
31634,26,6,juguetes,296.77,99.04,2,14,0,0
31635,30,4,electronica,53.44,552.15,4,26,1,0
31636,45,4,moda,181.69,561.48,0,20,0,1
31637,68,7,moda,166.57,195.7,4,18,1,0
31638,24,4,hogar,493.52,689.72,3,18,1,0
31639,43,3,hogar,80.78,59.13,3,22,0,0
31640,33,1,hogar,323.98,482.11,4,18,0,0
31641,57,8,belleza,231.25,552.31,0,15,1,0
31642,43,6,electronica,150.0,242.94,2,18,0,0
31643,68,5,juguetes,665.23,166.9,3,21,1,0
31644,56,6,juguetes,32.32,252.31,0,24,0,0
31645,49,5,belleza,12.34,531.27,1,19,1,0
31646,53,5,hogar,88.34,385.42,0,16,0,0
31647,59,4,hogar,311.87,739.17,0,15,1,0
31648,18,5,hogar,114.8,216.91,1,17,0,1
31649,66,8,hogar,194.69,634.47,0,18,0,0
31650,38,4,moda,64.84,288.4,2,23,1,0
31651,30,8,hogar,9.52,353.51,4,21,0,0
31652,68,2,belleza,382.08,203.41,0,19,1,0
31653,43,9,juguetes,272.13,632.17,3,18,0,0
31654,62,9,belleza,14.13,138.47,3,17,0,0
31655,26,6,belleza,136.62,559.07,3,25,1,0
31656,54,3,moda,207.97,34.37,2,20,1,0
31657,40,8,moda,35.22,648.67,3,25,1,0
31658,18,1,moda,320.59,720.77,3,11,0,0
31659,19,3,belleza,47.22,214.84,1,20,1,0
31660,60,3,hogar,476.81,218.71,4,20,1,0
31661,45,6,hogar,67.2,294.68,3,19,1,0
31662,53,3,electronica,216.97,705.82,0,23,1,0
31663,48,4,electronica,14.48,418.09,2,21,1,0
31664,58,4,moda,109.8,661.36,1,22,0,0
31665,22,3,hogar,292.88,721.98,3,19,0,0
31666,54,6,hogar,189.41,781.06,3,25,1,0
31667,42,4,belleza,164.98,629.8,1,21,0,0
31668,25,1,electronica,75.46,71.92,2,20,0,0
31669,51,7,hogar,11.78,506.62,2,21,1,0
31670,56,2,hogar,249.93,701.16,1,18,0,0
31671,66,5,belleza,56.62,798.23,4,14,0,0
31672,49,4,electronica,561.16,351.16,4,16,0,0
31673,28,3,hogar,177.32,497.44,4,24,0,0
31674,64,1,hogar,27.79,172.8,1,18,1,0
31675,42,3,belleza,92.37,721.49,1,28,1,0
31676,20,2,moda,62.57,577.08,0,15,1,0
31677,62,3,belleza,146.83,780.79,4,24,1,0
31678,67,5,hogar,230.48,430.99,0,16,1,0
31679,69,3,moda,467.58,629.98,4,25,1,1
31680,49,3,belleza,62.62,43.35,0,18,0,0
31681,69,4,moda,195.43,471.18,0,10,0,0
31682,52,5,belleza,145.43,156.4,0,14,1,0
31683,49,2,moda,11.29,406.75,1,18,1,0
31684,51,9,juguetes,202.12,489.15,3,14,1,0
31685,54,3,moda,201.89,155.03,2,16,0,0
31686,69,3,belleza,55.77,459.65,4,26,0,0
31687,22,5,moda,132.39,279.97,0,22,1,0
31688,62,7,belleza,26.85,603.31,4,23,0,0
31689,45,5,electronica,10.78,679.92,1,23,0,0
31690,45,3,hogar,110.82,798.03,0,18,1,0
31691,25,7,hogar,192.74,468.3,4,20,0,0
31692,44,5,electronica,149.36,345.1,0,17,0,0
31693,33,4,hogar,282.67,514.8,2,17,1,0
31694,35,2,moda,115.16,777.95,2,16,1,0
31695,42,3,juguetes,0.87,757.36,2,19,0,0
31696,65,8,hogar,347.38,535.59,4,15,1,0
31697,18,7,belleza,270.5,295.04,2,17,1,0
31698,25,4,juguetes,13.94,634.4,4,21,0,0
31699,38,7,moda,369.1,349.68,1,14,0,0
31700,51,7,juguetes,408.53,636.17,3,22,0,0
31701,41,3,electronica,58.52,415.5,4,17,0,0
31702,54,6,hogar,53.33,97.02,1,25,1,0
31703,43,3,electronica,467.68,504.59,4,21,0,0
31704,64,3,juguetes,6.96,543.95,4,21,1,0
31705,31,6,electronica,78.73,755.04,3,16,0,0
31706,46,4,electronica,298.78,497.53,4,19,0,0
31707,47,6,belleza,78.95,538.62,3,21,0,0
31708,20,6,moda,233.5,166.61,3,16,1,0
31709,24,6,moda,332.22,45.21,2,25,1,0
31710,53,4,hogar,78.51,251.52,3,21,1,0
31711,28,5,belleza,187.67,169.6,1,22,1,0
31712,49,4,belleza,150.89,186.7,0,17,0,0
31713,29,4,belleza,87.85,76.82,0,16,1,0
31714,32,2,juguetes,27.2,273.77,3,24,1,0
31715,55,4,belleza,96.25,735.26,1,18,1,0
31716,41,3,moda,52.88,456.56,0,25,0,0
31717,18,1,juguetes,130.27,208.21,1,18,1,0
31718,35,3,belleza,421.43,435.33,2,17,1,0
31719,63,7,belleza,288.4,60.13,2,20,0,0
31720,24,5,juguetes,203.7,568.45,4,19,1,0
31721,59,4,juguetes,1309.49,509.23,3,13,1,0
31722,58,7,hogar,125.29,215.4,4,20,0,0
31723,19,6,electronica,158.14,461.62,0,27,0,0
31724,57,2,hogar,109.0,509.19,1,20,0,0
31725,48,6,belleza,248.31,98.49,4,16,0,0
31726,50,6,juguetes,313.17,587.92,2,14,0,0
31727,69,8,juguetes,141.14,92.77,0,19,1,0
31728,47,6,hogar,55.16,566.57,3,29,0,0
31729,48,5,electronica,111.34,724.75,4,14,0,0
31730,51,8,hogar,291.54,635.44,2,23,0,0
31731,24,7,juguetes,170.25,662.31,2,17,0,0
31732,42,7,electronica,331.87,747.03,4,29,0,0
31733,33,3,juguetes,201.83,135.67,2,19,1,0
31734,39,6,hogar,222.42,130.34,3,25,0,0
31735,53,3,juguetes,10.93,459.8,2,26,1,0
31736,44,4,hogar,124.14,64.56,0,22,0,0
31737,34,9,belleza,719.79,55.63,2,15,1,0
31738,21,1,electronica,229.72,617.49,0,19,1,0
31739,52,6,moda,216.6,471.32,3,28,0,0
31740,58,3,juguetes,24.22,631.47,1,26,1,0
31741,39,4,juguetes,532.66,749.05,4,16,0,0
31742,64,9,belleza,99.63,618.9,0,25,0,0
31743,69,7,hogar,95.45,788.08,1,22,1,0
31744,52,4,belleza,88.04,585.84,0,20,0,0
31745,61,8,belleza,229.81,370.32,0,25,1,0
31746,32,4,juguetes,28.85,200.41,2,21,1,0
31747,69,7,moda,110.44,179.59,0,22,0,0
31748,57,3,moda,220.59,245.23,1,19,0,0
31749,61,7,hogar,202.79,199.33,0,17,0,0
31750,38,2,juguetes,16.09,97.31,3,22,0,0
31751,30,3,moda,289.91,627.69,2,21,0,0
31752,64,7,electronica,53.11,431.16,2,27,0,0
31753,28,5,hogar,120.27,252.65,2,24,0,1
31754,66,5,moda,93.09,633.93,0,13,0,0
31755,44,7,electronica,2.22,138.46,0,30,0,0
31756,48,5,hogar,431.11,285.06,1,22,1,0
31757,61,3,moda,479.35,489.47,4,20,0,0
31758,49,4,electronica,724.59,198.97,3,18,0,0
31759,69,5,hogar,174.71,575.28,2,14,0,0
31760,47,4,belleza,3.11,299.48,4,12,1,0
31761,35,6,hogar,701.9,216.18,2,17,0,0
31762,33,2,juguetes,364.65,182.09,2,24,0,0
31763,52,3,juguetes,80.18,353.99,4,16,1,0
31764,26,5,moda,241.17,518.82,2,15,0,0
31765,56,4,juguetes,60.45,572.06,3,29,0,0
31766,68,3,moda,570.66,199.36,0,21,0,0
31767,54,8,belleza,1.02,41.48,0,16,1,1
31768,68,3,juguetes,403.87,610.32,2,24,1,0
31769,27,6,moda,194.14,211.14,4,27,0,1
31770,69,7,moda,85.81,61.21,4,26,1,0
31771,29,3,moda,406.87,191.47,3,20,1,0
31772,25,6,moda,197.87,678.65,2,21,0,0
31773,20,6,juguetes,77.38,699.22,3,20,0,0
31774,36,3,moda,57.32,472.32,1,28,1,0
31775,28,8,hogar,65.28,163.22,2,30,0,0
31776,25,7,hogar,117.34,406.96,3,25,1,0
31777,43,7,moda,101.4,364.95,4,18,0,1
31778,62,7,electronica,58.95,476.98,1,16,1,0
31779,40,8,moda,382.68,469.99,1,30,0,0
31780,27,3,juguetes,135.7,426.59,2,13,0,0
31781,35,7,belleza,93.08,733.74,0,32,0,0
31782,29,4,juguetes,111.79,751.58,3,26,0,1
31783,56,6,belleza,116.34,287.21,3,10,1,0
31784,43,1,electronica,272.57,481.81,4,21,1,0
31785,28,2,moda,255.36,563.23,0,14,1,0
31786,27,1,juguetes,554.67,111.72,0,26,0,0
31787,20,5,juguetes,362.67,440.97,2,14,0,0
31788,24,10,moda,373.26,294.75,3,21,1,0
31789,21,3,electronica,117.31,246.33,0,16,1,1
31790,57,5,moda,245.12,450.16,2,30,0,0
31791,25,2,moda,96.37,168.08,3,14,1,0
31792,55,9,hogar,246.36,323.8,4,26,0,0
31793,30,4,juguetes,85.29,608.22,1,22,0,0
31794,29,6,belleza,147.95,750.32,2,21,1,0
31795,52,7,juguetes,360.44,630.14,2,18,0,0
31796,55,3,electronica,13.89,551.81,0,16,0,1
31797,68,4,hogar,183.83,340.76,4,19,0,0
31798,60,3,hogar,268.08,630.92,4,28,0,0
31799,53,8,moda,165.37,563.72,2,25,0,0
31800,64,4,hogar,706.01,534.88,2,14,1,0
31801,19,4,moda,561.63,575.27,3,23,0,0
31802,32,5,juguetes,44.31,61.63,2,25,1,0
31803,66,8,electronica,9.08,491.14,4,20,1,1
31804,51,4,belleza,339.01,237.93,4,24,0,0
31805,56,5,electronica,313.17,656.77,0,15,0,0
31806,43,3,moda,37.45,226.5,2,16,0,0
31807,65,4,electronica,143.6,548.84,2,20,0,1
31808,22,7,belleza,227.42,140.04,2,28,0,0
31809,65,4,belleza,471.33,693.11,4,11,1,0
31810,42,4,hogar,284.91,426.54,1,27,0,0
31811,68,6,hogar,14.66,227.32,4,17,1,0
31812,51,3,moda,593.99,353.49,0,18,1,0
31813,64,4,hogar,731.74,720.54,3,22,0,0
31814,21,7,hogar,195.2,213.66,3,14,1,0
31815,51,9,belleza,44.48,566.49,4,18,1,0
31816,44,5,electronica,662.16,366.57,4,19,1,0
31817,59,5,moda,202.05,74.86,0,27,1,0
31818,46,4,belleza,427.72,244.5,0,15,0,0
31819,22,6,belleza,51.81,134.32,1,25,0,0
31820,35,6,electronica,136.71,534.0,2,18,0,0
31821,21,3,moda,50.48,799.3,4,18,1,0
31822,18,8,hogar,199.07,307.36,0,20,1,0
31823,67,3,moda,130.1,793.42,0,18,0,0
31824,37,8,moda,28.86,318.04,0,18,1,0
31825,23,8,belleza,3.11,580.67,0,27,0,0
31826,37,3,electronica,167.08,62.65,4,20,0,1
31827,37,3,moda,344.92,648.57,2,18,0,0
31828,63,8,moda,43.58,31.95,1,22,0,0
31829,44,5,hogar,82.25,482.08,4,18,1,0
31830,43,11,moda,178.45,394.37,0,18,0,0
31831,49,6,hogar,201.36,378.0,2,25,1,0
31832,27,4,belleza,168.49,734.97,3,20,1,0
31833,35,4,juguetes,53.79,339.26,2,18,1,0
31834,58,7,juguetes,612.28,778.23,3,21,1,0
31835,29,1,juguetes,80.38,346.27,1,22,0,0
31836,27,4,hogar,56.41,479.05,0,15,0,0
31837,41,7,juguetes,65.76,673.48,1,12,0,1
31838,41,10,electronica,12.86,394.98,2,21,0,0
31839,68,4,belleza,339.87,317.81,4,20,1,0
31840,55,5,electronica,162.66,159.68,1,23,0,0
31841,63,5,belleza,0.48,403.72,1,17,1,1
