user_id,grupo,prob_compra_previa,descuento_ofrecido,engagement_score,historial_compras,compra
14190,tratamiento,0.39,10,0.327,0,1
14191,tratamiento,0.388,5,0.641,4,0
14192,control,0.237,5,0.277,6,0
14193,tratamiento,0.196,10,0.657,3,0
14194,tratamiento,0.0,10,0.441,9,0
14195,tratamiento,0.313,5,0.312,11,0
14196,control,0.293,5,0.98,4,0
14197,tratamiento,0.269,15,0.402,8,0
14198,control,0.164,15,0.804,7,0
14199,tratamiento,0.053,5,0.231,7,0
14200,tratamiento,0.244,0,0.215,13,0
14201,tratamiento,0.115,0,0.081,0,0
14202,tratamiento,0.113,5,0.508,2,1
14203,tratamiento,0.196,0,0.926,5,1
14204,tratamiento,0.131,10,0.964,9,1
14205,tratamiento,0.175,10,0.247,2,1
14206,tratamiento,0.335,15,0.133,12,1
14207,tratamiento,0.129,15,0.681,3,0
14208,control,0.13,10,0.198,10,0
14209,control,0.173,10,0.078,7,0
14210,control,0.083,10,0.567,12,0
14211,control,0.167,5,0.44,13,0
14212,control,0.145,15,0.876,3,0
14213,tratamiento,0.018,0,0.92,13,0
14214,tratamiento,0.324,10,0.443,6,0
14215,control,0.342,10,0.54,4,0
14216,control,0.117,0,0.688,13,0
14217,control,0.075,0,0.1,4,0
14218,control,0.173,15,0.792,3,0
14219,control,0.32,15,0.22,4,0
14220,control,0.061,15,0.372,5,0
14221,tratamiento,0.142,10,0.627,7,0
14222,control,0.271,15,0.342,1,0
14223,control,0.389,5,0.432,11,1
14224,control,0.048,10,0.083,1,0
14225,control,0.269,15,0.428,12,1
14226,control,0.028,5,0.189,11,0
14227,tratamiento,0.032,5,0.323,4,0
14228,control,0.296,10,0.771,2,0
14229,tratamiento,0.093,0,0.631,1,0
14230,control,0.257,10,0.103,1,0
14231,tratamiento,0.306,0,0.006,14,0
14232,tratamiento,0.284,10,0.752,1,0
14233,tratamiento,0.237,5,0.981,8,0
14234,control,0.31,15,0.303,1,0
14235,control,0.089,15,0.885,13,0
14236,control,0.233,5,0.738,7,1
14237,tratamiento,0.167,0,0.996,5,1
14238,control,0.327,10,0.774,14,0
14239,tratamiento,0.189,10,0.945,2,0
14240,control,0.189,5,0.502,13,0
14241,control,0.294,15,0.373,1,0
14242,control,0.215,10,0.719,6,0
14243,tratamiento,0.236,5,0.962,12,0
14244,control,0.281,0,0.637,10,0
14245,control,0.229,5,0.274,11,0
14246,tratamiento,0.193,10,0.095,10,0
14247,tratamiento,0.23,0,0.873,4,0
14248,tratamiento,0.245,15,0.286,10,0
14249,control,0.049,0,0.16,3,0
14250,control,0.043,0,0.419,2,0
14251,control,0.272,0,0.568,6,0
14252,tratamiento,0.212,5,0.54,8,0
14253,tratamiento,0.092,15,0.842,3,0
14254,control,0.109,5,0.188,11,0
14255,tratamiento,0.217,0,0.002,13,0
14256,control,0.343,5,0.04,10,1
14257,tratamiento,0.198,15,0.978,11,0
14258,tratamiento,0.141,15,0.038,0,0
14259,tratamiento,0.119,15,0.317,7,0
14260,control,0.188,15,0.949,8,0
14261,tratamiento,0.061,10,0.961,12,0
14262,tratamiento,0.333,5,0.237,7,0
14263,tratamiento,0.372,10,0.226,14,1
14264,control,0.347,10,0.293,0,0
14265,control,0.344,0,0.202,13,0
14266,control,0.329,0,0.715,10,0
14267,control,0.125,15,0.046,2,0
14268,control,0.217,0,0.144,12,0
14269,tratamiento,0.07,15,0.534,14,1
14270,control,0.232,0,0.748,11,0
14271,tratamiento,0.176,15,0.992,6,1
14272,tratamiento,0.224,0,0.819,2,0
14273,tratamiento,0.37,0,0.155,13,1
14274,tratamiento,0.027,0,0.096,14,0
14275,tratamiento,0.243,5,0.796,7,1
14276,tratamiento,0.097,10,0.936,3,0
14277,control,0.124,10,0.818,3,0
14278,control,0.266,10,0.889,10,0
14279,control,0.379,15,0.985,12,1
14280,control,0.036,10,0.078,6,0
14281,tratamiento,0.187,15,0.253,9,0
14282,tratamiento,0.361,10,0.936,2,0
14283,control,0.178,0,0.122,14,0
14284,control,0.316,10,0.184,0,1
14285,tratamiento,0.043,0,0.044,11,0
14286,control,0.357,15,0.625,9,0
14287,tratamiento,0.04,0,0.898,5,0
14288,tratamiento,0.319,10,0.981,9,0
14289,control,0.015,5,0.194,5,0
14290,tratamiento,0.142,15,0.099,6,1
14291,tratamiento,0.284,10,0.05,9,0
14292,tratamiento,0.11,0,0.047,7,0
14293,tratamiento,0.352,5,0.845,9,1
14294,tratamiento,0.396,15,0.239,3,0
14295,control,0.365,10,0.905,12,1
14296,control,0.132,10,0.108,14,1
14297,control,0.026,10,0.892,0,0
14298,control,0.309,5,0.268,4,1
14299,control,0.158,10,0.8,11,0
14300,control,0.336,15,0.722,9,0
14301,control,0.207,0,0.444,12,0
14302,tratamiento,0.37,0,0.434,12,1
14303,tratamiento,0.196,10,0.295,10,1
14304,tratamiento,0.387,15,0.057,10,1
14305,tratamiento,0.017,10,0.634,14,0
14306,tratamiento,0.198,0,0.702,5,0
14307,tratamiento,0.362,10,0.14,14,0
14308,control,0.068,0,0.13,12,0
14309,control,0.271,5,0.243,13,0
14310,tratamiento,0.097,0,0.999,2,0
14311,control,0.344,15,0.433,9,0
14312,control,0.069,10,0.574,0,0
14313,tratamiento,0.383,10,0.236,13,0
14314,control,0.287,15,0.728,10,0
14315,control,0.041,5,0.362,2,0
14316,control,0.027,5,0.693,3,0
14317,tratamiento,0.224,0,0.476,14,0
14318,tratamiento,0.272,5,0.847,13,0
14319,control,0.325,0,0.725,14,0
14320,tratamiento,0.076,0,0.888,8,0
14321,tratamiento,0.255,5,0.403,13,0
14322,tratamiento,0.176,0,0.182,7,0
14323,tratamiento,0.063,15,0.938,0,0
14324,tratamiento,0.105,5,0.109,7,0
14325,control,0.268,10,0.849,3,0
14326,control,0.265,15,0.042,12,1
14327,control,0.374,10,0.423,12,1
14328,control,0.336,5,0.128,12,0
14329,tratamiento,0.308,10,0.508,0,0
14330,tratamiento,0.345,0,0.337,8,1
14331,tratamiento,0.059,5,0.309,12,0
14332,tratamiento,0.081,0,0.299,11,0
14333,control,0.057,15,0.206,12,0
14334,tratamiento,0.156,10,0.048,5,0
14335,control,0.17,10,0.277,14,0
14336,tratamiento,0.35,15,0.069,9,1
14337,tratamiento,0.355,10,0.847,13,0
14338,tratamiento,0.22,0,0.54,1,1
14339,control,0.25,15,0.975,1,1
14340,tratamiento,0.343,0,0.316,7,0
14341,tratamiento,0.346,0,0.186,3,1
14342,tratamiento,0.1,5,0.285,4,1
14343,tratamiento,0.02,5,0.134,4,0
14344,tratamiento,0.382,10,0.696,8,1
14345,tratamiento,0.329,10,0.66,8,0
14346,control,0.055,5,0.144,11,0
14347,control,0.091,0,0.723,3,0
14348,control,0.258,10,0.447,3,0
14349,control,0.069,0,0.453,8,0
14350,tratamiento,0.117,10,0.903,0,1
14351,tratamiento,0.296,10,0.675,12,0
14352,tratamiento,0.116,0,0.962,14,0
14353,tratamiento,0.364,10,0.783,2,1
14354,tratamiento,0.138,0,0.937,13,0
14355,control,0.067,0,0.262,14,0
14356,control,0.324,5,0.154,14,0
14357,control,0.225,10,0.018,8,0
14358,tratamiento,0.007,15,0.031,0,0
14359,tratamiento,0.105,5,0.8,14,0
14360,tratamiento,0.016,0,0.617,11,0
14361,tratamiento,0.291,15,0.39,10,1
14362,control,0.183,10,0.44,14,1
14363,control,0.07,5,0.384,13,0
14364,tratamiento,0.375,5,0.584,3,0
14365,control,0.16,5,0.754,11,0
14366,control,0.211,15,0.33,8,0
14367,control,0.244,10,0.535,8,0
14368,control,0.137,10,0.029,13,0
14369,tratamiento,0.18,15,0.49,10,0
14370,control,0.276,5,0.698,5,1
14371,control,0.198,10,0.09,13,1
14372,control,0.017,5,0.603,14,0
14373,control,0.298,0,0.033,9,1
14374,control,0.28,5,0.963,11,1
14375,tratamiento,0.145,10,0.887,5,0
14376,control,0.261,15,0.895,2,0
14377,control,0.337,5,0.663,14,1
14378,control,0.302,10,0.463,2,0
14379,control,0.34,10,0.631,13,1
14380,tratamiento,0.367,0,0.895,11,1
14381,tratamiento,0.126,15,0.611,13,0
14382,control,0.238,15,0.147,1,0
14383,tratamiento,0.113,15,0.411,0,0
14384,control,0.355,10,0.611,3,1
14385,tratamiento,0.032,5,0.668,13,1
14386,tratamiento,0.145,5,0.075,12,0
14387,tratamiento,0.21,5,0.77,5,0
14388,control,0.364,10,0.693,11,1
14389,tratamiento,0.17,5,0.896,1,0
14390,tratamiento,0.058,0,0.401,14,0
14391,control,0.129,15,0.62,9,0
14392,control,0.348,5,0.08,4,0
14393,control,0.072,5,0.919,9,0
14394,tratamiento,0.321,5,0.719,13,0
14395,control,0.217,10,0.738,12,0
14396,tratamiento,0.285,0,0.108,1,1
14397,control,0.131,15,0.832,10,0
14398,control,0.155,15,0.203,5,0
14399,control,0.368,5,0.643,8,1
14400,tratamiento,0.018,5,0.782,11,0
14401,tratamiento,0.378,0,0.048,6,0
14402,control,0.366,10,0.162,4,1
14403,tratamiento,0.068,0,0.722,1,0
14404,tratamiento,0.083,15,0.607,9,0
14405,tratamiento,0.372,5,0.643,7,0
14406,control,0.245,5,0.918,2,0
14407,control,0.216,15,0.133,11,0
14408,tratamiento,0.003,10,0.835,5,0
14409,tratamiento,0.221,15,0.158,6,1
14410,tratamiento,0.107,10,0.055,9,0
14411,tratamiento,0.107,5,0.898,2,0
14412,tratamiento,0.209,10,0.856,10,0
14413,control,0.015,5,0.197,10,0
14414,control,0.185,15,0.223,0,0
14415,control,0.065,10,0.028,11,0
14416,control,0.034,0,0.801,12,0
14417,control,0.106,10,0.19,6,0
14418,tratamiento,0.047,5,0.654,11,1
14419,tratamiento,0.203,5,0.704,5,0
14420,tratamiento,0.181,15,0.03,12,0
14421,tratamiento,0.358,0,0.564,3,0
14422,tratamiento,0.301,15,0.194,9,1
14423,control,0.261,10,0.584,8,1
14424,control,0.298,0,0.104,9,0
14425,tratamiento,0.097,5,0.428,4,0
14426,control,0.386,10,0.282,8,1
14427,control,0.228,5,0.843,2,0
14428,tratamiento,0.079,0,0.847,11,0
14429,control,0.351,0,0.603,6,0
14430,control,0.189,10,0.164,2,0
14431,control,0.132,10,0.356,10,0
14432,tratamiento,0.296,15,0.234,5,0
14433,tratamiento,0.01,10,0.369,4,0
14434,control,0.277,15,0.873,11,0
14435,control,0.266,0,0.255,7,0
14436,tratamiento,0.192,5,0.17,11,0
14437,control,0.283,0,0.259,6,0
14438,control,0.213,15,0.324,5,0
14439,control,0.011,15,0.173,10,0
14440,control,0.126,15,0.558,12,0
14441,control,0.302,5,0.582,5,0
14442,control,0.004,15,0.95,9,0
14443,tratamiento,0.021,0,0.3,4,0
14444,control,0.01,15,0.394,12,0
14445,control,0.289,0,0.072,0,0
14446,control,0.266,0,0.127,1,0
14447,control,0.3,5,0.985,5,1
14448,tratamiento,0.232,5,0.505,5,1
14449,tratamiento,0.389,0,0.761,13,1
14450,control,0.169,10,0.791,3,1
14451,control,0.197,15,0.935,11,0
14452,tratamiento,0.247,0,0.503,11,0
14453,control,0.077,0,0.399,5,0
14454,tratamiento,0.012,5,0.64,12,0
14455,tratamiento,0.373,5,0.864,10,1
14456,tratamiento,0.045,15,0.577,10,0
14457,tratamiento,0.23,5,0.688,2,0
14458,tratamiento,0.142,15,0.75,9,0
14459,tratamiento,0.009,5,0.182,13,0
14460,tratamiento,0.25,10,0.509,7,1
14461,tratamiento,0.358,10,0.685,4,0
14462,tratamiento,0.048,5,0.682,6,0
14463,control,0.186,0,0.637,3,0
14464,tratamiento,0.062,5,0.656,9,0
14465,tratamiento,0.197,15,0.33,3,1
14466,control,0.06,5,0.793,6,1
14467,tratamiento,0.398,0,0.478,3,1
14468,tratamiento,0.308,10,0.572,12,0
14469,tratamiento,0.265,15,0.184,11,1
14470,tratamiento,0.286,0,0.112,12,0
14471,tratamiento,0.182,5,0.422,3,1
14472,control,0.299,5,0.215,11,0
14473,control,0.361,5,0.472,5,0
14474,control,0.184,0,0.054,3,0
14475,tratamiento,0.389,5,0.409,4,0
14476,tratamiento,0.012,10,0.296,1,0
14477,control,0.127,10,0.787,4,1
14478,tratamiento,0.03,5,0.851,7,1
14479,tratamiento,0.208,10,0.701,4,0
14480,control,0.358,0,0.776,8,1
14481,control,0.127,10,0.968,4,0
14482,tratamiento,0.257,10,0.869,9,0
14483,control,0.219,5,0.82,5,0
14484,control,0.07,5,0.456,6,0
14485,tratamiento,0.277,5,0.083,10,1
14486,control,0.182,10,0.172,14,0
14487,tratamiento,0.231,5,0.597,4,0
14488,tratamiento,0.222,5,0.771,2,0
14489,control,0.295,5,0.743,4,0
14490,tratamiento,0.298,5,0.36,5,1
14491,tratamiento,0.181,0,0.457,9,0
14492,tratamiento,0.106,5,0.064,11,0
14493,tratamiento,0.219,10,0.427,14,0
14494,tratamiento,0.044,10,0.717,4,0
14495,tratamiento,0.181,0,0.675,0,0
14496,control,0.095,10,0.354,8,0
14497,control,0.299,0,0.577,14,1
14498,control,0.176,10,0.998,5,0
14499,tratamiento,0.375,0,0.582,0,1
14500,control,0.184,15,0.809,6,0
14501,tratamiento,0.166,15,0.836,11,0
14502,tratamiento,0.219,10,0.258,3,0
14503,control,0.189,5,0.777,12,1
14504,tratamiento,0.009,0,0.859,12,0
14505,control,0.276,5,0.081,1,0
14506,control,0.23,0,0.53,10,0
14507,tratamiento,0.148,10,0.873,8,0
14508,tratamiento,0.11,0,0.111,5,0
14509,tratamiento,0.287,10,0.073,3,0
14510,control,0.147,10,0.684,7,0
14511,tratamiento,0.211,0,0.243,5,0
14512,tratamiento,0.368,10,0.491,3,0
14513,control,0.329,15,0.401,2,0
14514,tratamiento,0.171,15,0.31,13,0
14515,control,0.118,5,0.337,14,0
14516,control,0.151,5,0.409,1,0
14517,control,0.132,0,0.492,6,0
14518,tratamiento,0.211,15,0.681,9,1
14519,control,0.163,5,0.895,6,1
14520,tratamiento,0.398,15,0.448,6,0
14521,control,0.379,10,0.86,13,0
14522,tratamiento,0.161,15,0.933,9,0
14523,tratamiento,0.311,15,0.246,13,0
14524,tratamiento,0.135,10,0.295,6,0
14525,control,0.391,0,0.367,13,0
14526,control,0.187,5,0.593,14,0
14527,tratamiento,0.064,15,0.154,14,0
14528,tratamiento,0.04,10,0.385,4,0
14529,tratamiento,0.012,10,0.761,12,0
14530,control,0.022,0,0.38,5,0
14531,control,0.14,5,0.543,11,0
14532,control,0.155,0,0.65,7,1
14533,tratamiento,0.325,10,0.716,11,0
14534,tratamiento,0.012,0,0.064,13,0
14535,control,0.171,5,0.246,7,0
14536,tratamiento,0.152,15,0.961,8,1
14537,control,0.125,10,0.805,5,0
14538,control,0.397,15,0.101,5,1
14539,control,0.223,15,0.819,2,0
14540,tratamiento,0.358,5,0.255,13,1
14541,tratamiento,0.39,0,0.162,5,1
14542,control,0.037,5,0.999,0,0
14543,tratamiento,0.234,10,0.525,3,1
14544,tratamiento,0.034,0,0.925,13,0
14545,control,0.188,15,0.709,8,0
14546,control,0.01,15,0.978,2,0
14547,control,0.145,15,0.715,10,0
14548,control,0.185,5,0.117,6,0
14549,control,0.246,10,0.995,4,0
14550,control,0.369,5,0.291,10,0
14551,tratamiento,0.022,0,0.532,4,0
14552,tratamiento,0.343,5,0.514,13,0
14553,tratamiento,0.077,10,0.966,13,0
14554,tratamiento,0.18,5,0.134,10,0
14555,control,0.337,0,0.16,5,1
14556,tratamiento,0.266,0,0.948,6,0
14557,tratamiento,0.2,10,0.611,8,1
14558,control,0.385,10,0.07,2,1
14559,control,0.134,5,0.617,8,1
14560,control,0.142,5,0.73,10,0
14561,tratamiento,0.174,15,0.399,4,0
14562,control,0.036,10,0.322,9,0
14563,control,0.361,15,0.789,13,0
14564,control,0.076,10,0.587,7,0
14565,control,0.108,0,0.922,11,0
14566,control,0.387,10,0.083,2,0
14567,tratamiento,0.297,0,0.077,13,0
14568,tratamiento,0.174,0,0.223,13,1
14569,control,0.112,5,0.073,10,0
14570,control,0.033,0,0.969,1,0
14571,control,0.138,15,0.515,6,0
14572,tratamiento,0.227,5,0.89,9,0
14573,tratamiento,0.231,0,0.126,0,1
14574,tratamiento,0.113,15,0.102,3,0
14575,control,0.157,15,0.821,6,0
14576,tratamiento,0.21,0,0.558,6,0
14577,tratamiento,0.328,0,0.735,0,0
14578,control,0.243,10,0.724,2,0
14579,control,0.215,5,0.65,13,1
14580,control,0.032,15,0.623,2,0
14581,tratamiento,0.101,0,0.819,14,0
14582,tratamiento,0.002,0,0.503,7,0
14583,control,0.06,10,0.202,12,0
14584,control,0.248,10,0.502,3,0
14585,control,0.245,15,0.831,8,0
14586,control,0.158,0,0.746,12,1
14587,tratamiento,0.047,15,0.75,8,0
14588,tratamiento,0.243,10,0.71,9,0
14589,tratamiento,0.31,10,0.171,5,0
14590,tratamiento,0.338,0,0.047,13,0
14591,tratamiento,0.114,0,0.673,2,0
14592,tratamiento,0.233,0,0.377,14,0
14593,tratamiento,0.372,15,0.406,8,0
14594,tratamiento,0.337,10,0.659,3,0
14595,tratamiento,0.158,15,0.224,13,1
14596,control,0.055,0,0.727,4,0
14597,tratamiento,0.34,10,0.868,1,1
14598,tratamiento,0.21,10,0.662,5,0
14599,tratamiento,0.354,10,0.895,3,0
14600,control,0.089,15,0.928,2,0
14601,control,0.338,15,0.709,14,0
14602,control,0.132,15,0.936,5,0
14603,control,0.351,0,0.421,4,1
14604,tratamiento,0.091,15,0.654,2,0
14605,tratamiento,0.223,5,0.501,9,0
14606,tratamiento,0.123,10,0.25,8,1
14607,control,0.145,5,0.512,11,0
14608,tratamiento,0.173,5,0.113,3,0
14609,tratamiento,0.088,5,0.574,7,0
14610,control,0.37,0,0.27,11,0
14611,tratamiento,0.051,5,0.985,13,0
14612,tratamiento,0.368,10,0.912,5,0
14613,control,0.256,0,0.585,9,1
14614,control,0.004,15,0.889,11,0
14615,control,0.002,15,0.407,14,0
14616,tratamiento,0.016,5,0.755,6,0
14617,control,0.329,5,0.232,7,0
14618,control,0.255,0,0.908,13,1
14619,tratamiento,0.333,10,0.607,2,1
14620,control,0.254,10,0.451,2,0
14621,control,0.161,5,0.482,3,0
14622,control,0.196,15,0.078,5,0
14623,tratamiento,0.02,10,0.359,6,0
14624,control,0.153,0,0.122,10,0
14625,control,0.129,10,0.764,1,1
14626,tratamiento,0.115,0,0.085,14,0
14627,tratamiento,0.318,10,0.36,1,0
14628,control,0.371,10,0.288,11,0
14629,control,0.152,0,0.651,2,0
14630,tratamiento,0.284,10,0.503,0,1
14631,control,0.186,15,0.794,8,0
14632,control,0.177,0,0.159,1,0
14633,control,0.255,5,0.608,9,0
14634,control,0.254,10,0.834,13,0
14635,tratamiento,0.034,15,0.272,4,0
14636,tratamiento,0.308,10,0.57,11,1
14637,tratamiento,0.345,10,0.715,1,1
14638,tratamiento,0.134,10,0.38,7,0
14639,tratamiento,0.052,0,0.315,5,0
14640,tratamiento,0.084,10,0.091,3,1
14641,tratamiento,0.399,0,0.622,2,0
14642,control,0.004,15,0.147,14,0
14643,tratamiento,0.14,10,0.305,9,0
14644,tratamiento,0.355,10,0.13,3,1
14645,tratamiento,0.096,10,0.115,7,0
14646,control,0.377,15,0.32,10,0
14647,tratamiento,0.383,15,0.554,3,1
14648,control,0.362,0,0.992,3,1
14649,tratamiento,0.067,15,0.792,1,0
14650,control,0.087,10,0.681,14,0
14651,tratamiento,0.049,5,0.076,10,0
14652,control,0.233,15,0.053,4,0
14653,control,0.358,15,0.383,9,0
14654,tratamiento,0.12,5,0.953,10,0
14655,control,0.092,0,0.31,10,1
14656,control,0.269,15,0.95,6,0
14657,control,0.139,15,0.494,10,0
14658,control,0.109,15,0.553,2,0
14659,tratamiento,0.278,0,0.594,2,1
14660,control,0.035,0,0.671,10,0
14661,control,0.072,10,0.86,13,0
14662,tratamiento,0.272,0,0.669,12,1
14663,control,0.091,10,0.569,6,0
14664,control,0.108,5,0.715,2,0
14665,control,0.134,0,0.79,13,0
14666,tratamiento,0.064,5,0.87,8,0
14667,tratamiento,0.195,0,0.859,14,0
14668,tratamiento,0.388,15,0.141,5,1
14669,tratamiento,0.333,15,0.621,11,1
14670,tratamiento,0.366,15,0.132,7,1
14671,tratamiento,0.381,0,0.379,14,0
14672,control,0.216,15,0.86,10,1
14673,tratamiento,0.155,0,0.208,6,1
14674,tratamiento,0.247,15,0.932,8,1
14675,control,0.319,0,0.071,4,0
14676,tratamiento,0.095,0,0.141,8,0
14677,tratamiento,0.05,15,0.591,11,0
14678,tratamiento,0.34,10,0.351,10,0
14679,control,0.28,10,0.164,14,0
14680,control,0.28,5,0.935,1,1
14681,control,0.253,15,0.561,9,0
14682,tratamiento,0.011,5,0.499,5,0
14683,tratamiento,0.221,5,0.024,13,0
14684,control,0.319,5,0.708,0,0
14685,control,0.103,0,0.199,11,0
14686,tratamiento,0.201,10,0.779,9,0
14687,tratamiento,0.027,15,0.591,10,0
14688,control,0.192,15,0.501,12,0
14689,tratamiento,0.365,5,0.494,1,0
14690,tratamiento,0.381,5,0.791,8,1
14691,control,0.188,15,0.142,8,0
14692,tratamiento,0.326,0,0.596,8,0
14693,control,0.059,0,0.699,13,0
14694,tratamiento,0.082,5,0.597,3,0
14695,control,0.275,15,0.699,3,0
14696,tratamiento,0.122,10,0.409,5,0
14697,control,0.196,0,0.384,0,0
14698,control,0.316,5,0.921,4,0
14699,control,0.231,15,0.321,10,1
14700,tratamiento,0.269,15,0.717,5,1
14701,tratamiento,0.37,0,0.124,4,0
14702,control,0.103,0,0.469,9,0
14703,control,0.328,15,0.64,5,1
14704,control,0.333,0,0.528,13,0
14705,control,0.147,5,0.458,6,0
14706,control,0.268,10,0.84,7,1
14707,control,0.171,5,0.475,9,0
14708,tratamiento,0.035,5,0.881,11,0
14709,control,0.08,15,0.526,10,0
14710,control,0.374,15,0.667,2,0
14711,tratamiento,0.061,5,0.994,3,1
14712,tratamiento,0.07,0,0.488,11,0
14713,tratamiento,0.168,0,0.71,13,0
14714,control,0.198,0,0.683,9,0
14715,control,0.147,10,0.225,3,0
14716,control,0.266,10,0.624,13,1
14717,control,0.267,5,0.952,10,1
14718,tratamiento,0.022,5,0.288,1,0
14719,tratamiento,0.056,15,0.357,9,0
14720,control,0.337,0,0.052,5,0
14721,control,0.04,15,0.163,1,0
14722,control,0.058,15,0.754,7,0
14723,control,0.311,0,0.893,0,0
14724,control,0.223,10,0.28,10,1
14725,tratamiento,0.154,15,0.11,12,1
14726,tratamiento,0.349,5,0.768,11,1
14727,tratamiento,0.296,15,0.568,12,1
14728,tratamiento,0.259,5,0.95,11,1
14729,tratamiento,0.358,15,0.805,6,0
14730,control,0.344,10,0.529,2,1
14731,tratamiento,0.252,5,0.789,14,0
14732,control,0.016,0,0.858,14,0
14733,tratamiento,0.119,5,0.725,1,0
14734,control,0.14,5,0.225,13,0
14735,tratamiento,0.398,10,0.832,13,0
14736,control,0.315,15,0.947,10,1
14737,tratamiento,0.343,15,0.251,12,1
14738,control,0.371,15,0.162,11,0
14739,tratamiento,0.183,0,0.819,10,0
14740,control,0.125,10,0.404,6,0
14741,tratamiento,0.373,15,0.078,11,1
14742,tratamiento,0.027,0,0.495,5,0
14743,tratamiento,0.152,0,0.183,6,0
14744,control,0.281,0,0.018,1,0
14745,control,0.356,15,0.891,14,0
14746,control,0.008,15,0.612,1,0
14747,tratamiento,0.237,10,0.308,6,0
14748,control,0.246,5,0.477,5,1
14749,tratamiento,0.364,15,0.848,5,0
14750,tratamiento,0.276,10,0.482,2,0
14751,control,0.242,5,0.326,9,0
14752,tratamiento,0.124,5,0.18,9,0
14753,tratamiento,0.156,10,0.595,6,0
14754,tratamiento,0.212,5,0.464,12,0
14755,control,0.111,0,0.177,0,0
14756,tratamiento,0.283,5,0.145,13,0
14757,tratamiento,0.321,15,0.026,4,1
14758,control,0.327,15,0.995,1,0
14759,control,0.283,5,0.661,12,0
14760,control,0.038,0,0.343,13,0
14761,tratamiento,0.19,10,0.863,7,0
14762,tratamiento,0.239,5,0.023,12,1
14763,control,0.271,5,0.23,13,0
14764,tratamiento,0.116,0,0.742,10,0
14765,tratamiento,0.095,5,0.971,11,0
14766,control,0.017,10,0.525,3,0
14767,control,0.083,10,0.249,9,0
14768,control,0.321,15,0.246,3,0
14769,control,0.238,0,0.086,3,1
14770,tratamiento,0.284,15,0.442,12,1
14771,control,0.29,15,0.641,8,1
14772,tratamiento,0.267,15,0.526,8,0
14773,control,0.004,5,0.021,12,0
14774,control,0.242,15,0.033,1,0
14775,tratamiento,0.201,0,0.119,2,0
14776,control,0.169,15,0.573,9,0
14777,control,0.373,15,0.431,1,0
14778,control,0.093,0,0.025,7,0
14779,control,0.178,15,0.513,3,0
14780,tratamiento,0.147,15,0.451,12,0
14781,tratamiento,0.334,10,0.553,8,0
14782,tratamiento,0.199,10,0.437,8,0
14783,tratamiento,0.137,5,0.754,3,0
14784,control,0.369,10,0.054,9,0
14785,tratamiento,0.375,10,0.993,13,0
14786,control,0.145,0,0.438,5,1
14787,tratamiento,0.094,10,0.338,9,0
14788,tratamiento,0.03,0,0.785,3,0
14789,control,0.135,0,0.363,0,1
14790,control,0.057,0,0.089,6,0
14791,control,0.023,0,0.285,7,0
14792,tratamiento,0.352,15,0.802,3,0
14793,tratamiento,0.328,15,0.94,7,0
14794,tratamiento,0.01,10,0.061,14,0
14795,control,0.366,10,0.004,9,1
14796,control,0.237,5,0.297,9,0
14797,tratamiento,0.259,15,0.739,1,0
14798,tratamiento,0.329,5,0.309,8,1
14799,tratamiento,0.228,5,0.883,12,0
14800,tratamiento,0.019,5,0.395,7,0
14801,control,0.392,0,0.131,13,1
14802,control,0.171,0,0.996,6,0
14803,tratamiento,0.024,15,0.193,11,0
14804,control,0.182,5,0.602,1,0
14805,control,0.325,5,0.325,5,0
14806,control,0.362,5,0.506,8,1
14807,tratamiento,0.241,15,0.878,5,1
14808,tratamiento,0.129,0,0.867,4,1
14809,control,0.01,10,0.009,10,0
14810,tratamiento,0.113,15,0.602,8,0
14811,control,0.163,5,0.991,4,0
14812,control,0.02,0,0.004,11,0
14813,control,0.259,0,0.957,14,0
14814,tratamiento,0.344,5,0.507,2,1
14815,tratamiento,0.34,5,0.292,1,0
14816,control,0.17,10,0.976,6,0
14817,tratamiento,0.253,15,0.944,8,0
14818,control,0.082,5,0.162,9,0
14819,tratamiento,0.244,5,0.639,8,0
14820,tratamiento,0.334,0,0.465,7,0
14821,tratamiento,0.077,0,0.687,13,0
14822,tratamiento,0.091,15,0.668,10,0
14823,tratamiento,0.359,5,0.3,3,1
14824,tratamiento,0.099,0,0.995,0,1
14825,tratamiento,0.391,15,0.371,7,0
14826,control,0.223,5,0.484,12,1
14827,tratamiento,0.296,0,0.742,1,0
14828,tratamiento,0.399,10,0.006,6,1
14829,control,0.327,10,0.018,6,0
14830,tratamiento,0.155,5,0.412,9,0
14831,tratamiento,0.012,5,0.229,14,0
14832,tratamiento,0.124,15,0.748,5,0
14833,control,0.283,5,0.098,14,0
14834,tratamiento,0.055,5,0.854,8,0
14835,tratamiento,0.155,10,0.646,12,0
14836,control,0.262,5,0.073,13,0
14837,tratamiento,0.366,0,0.949,9,1
14838,control,0.051,10,0.895,0,0
14839,control,0.143,15,0.858,9,0
14840,control,0.032,15,0.69,11,0
14841,tratamiento,0.012,0,0.946,8,0
14842,tratamiento,0.004,15,0.226,10,0
14843,control,0.369,15,0.281,2,0
14844,control,0.062,10,0.564,3,0
14845,tratamiento,0.202,15,0.222,6,1
14846,tratamiento,0.016,5,0.449,7,0
14847,control,0.172,15,0.324,10,0
14848,tratamiento,0.368,0,0.626,5,0
14849,tratamiento,0.312,10,0.358,0,0
14850,control,0.222,5,0.561,0,0
14851,tratamiento,0.312,0,0.667,0,0
